Date,Currency,Change
July 1 1987,Indian rupee,219.4210497
July 1 1987,Chinese renmimbi,99.72481455
July 1 1987,South African rand,366.8036999
July 1 1987,Australian dollar,218.9049587
September 1 1987,US dollar,100.7964602
September 1 1987,Euro,173.5229759
September 1 1987,Japanese yen,49.18741848
September 1 1987,Pound sterling,149.9548329
September 1 1987,Canadian dollar,126.6970042
September 1 1987,Swiss franc,88.87652948
September 1 1987,Indian rupee,226.5993642
September 1 1987,Chinese renmimbi,101.1127064
September 1 1987,South African rand,373.9979445
September 1 1987,Australian dollar,226.2913223
October 1 1987,US dollar,101.2831858
October 1 1987,Euro,178.4099198
October 1 1987,Japanese yen,54.78849714
October 1 1987,Pound sterling,154.1102078
October 1 1987,Canadian dollar,124.9525976
October 1 1987,Swiss franc,94.79977753
October 1 1987,Indian rupee,233.1418372
October 1 1987,Chinese renmimbi,107.0830342
October 1 1987,South African rand,388.7975334
October 1 1987,Australian dollar,231.4049587
December 1 1987,US dollar,115.840708
December 1 1987,Euro,170.0948213
December 1 1987,Japanese yen,50.30522485
December 1 1987,Pound sterling,142.1860885
December 1 1987,Canadian dollar,143.003413
December 1 1987,Swiss franc,83.20355951
December 1 1987,Indian rupee,250.1924257
December 1 1987,Chinese renmimbi,116.1641541
December 1 1987,South African rand,391.983556
December 1 1987,Australian dollar,256.9214876
January 1 1988,US dollar,114.2035398
January 1 1988,Euro,156.6010212
January 1 1988,Japanese yen,36.02348204
January 1 1988,Pound sterling,132.7913279
January 1 1988,Canadian dollar,138.7182404
January 1 1988,Swiss franc,71.52391546
January 1 1988,Indian rupee,241.1735178
January 1 1988,Chinese renmimbi,110.4450826
January 1 1988,South African rand,380.1130524
January 1 1988,Australian dollar,245.8677686
February 1 1988,US dollar,100.3097345
February 1 1988,Euro,156.4551422
February 1 1988,Japanese yen,35.69613274
February 1 1988,Pound sterling,132.5203252
February 1 1988,Canadian dollar,118.8471748
February 1 1988,Swiss franc,73.97107898
February 1 1988,Indian rupee,230.2861286
February 1 1988,Chinese renmimbi,102.7638191
February 1 1988,South African rand,363.4121274
February 1 1988,Australian dollar,229.3904959
March 1 1988,US dollar,89.95575221
March 1 1988,Euro,142.3778264
March 1 1988,Japanese yen,27.53603043
March 1 1988,Pound sterling,118.1571816
March 1 1988,Canadian dollar,104.5885476
March 1 1988,Swiss franc,66.18464961
March 1 1988,Indian rupee,210.3017458
March 1 1988,Chinese renmimbi,89.99760708
March 1 1988,South African rand,363.2579651
March 1 1988,Australian dollar,208.0578512
April 1 1988,US dollar,102.2123894
April 1 1988,Euro,153.6105033
April 1 1988,Japanese yen,31.33124367
April 1 1988,Pound sterling,118.6088528
April 1 1988,Canadian dollar,113.5001896
April 1 1988,Swiss franc,73.30367075
April 1 1988,Indian rupee,244.1965531
April 1 1988,Chinese renmimbi,101.5912898
April 1 1988,South African rand,396.3514902
April 1 1988,Australian dollar,217.5103306
June 1 1988,US dollar,102.1238938
June 1 1988,Euro,163.8220277
June 1 1988,Japanese yen,32.41406791
June 1 1988,Pound sterling,126.1969286
June 1 1988,Canadian dollar,113.386424
June 1 1988,Swiss franc,82.9810901
June 1 1988,Indian rupee,244.0124937
June 1 1988,Chinese renmimbi,108.6982532
June 1 1988,South African rand,428.1089414
June 1 1988,Australian dollar,192.0454545
July 1 1988,US dollar,93.31858407
July 1 1988,Euro,166.2290299
July 1 1988,Japanese yen,34.61377184
July 1 1988,Pound sterling,131.9783198
July 1 1988,Canadian dollar,100.5309063
July 1 1988,Swiss franc,82.31368187
July 1 1988,Indian rupee,240.0580066
July 1 1988,Chinese renmimbi,95.83632448
July 1 1988,South African rand,417.8828366
July 1 1988,Australian dollar,183.3677686
August 1 1988,US dollar,92.30088496
August 1 1988,Euro,172.2100656
August 1 1988,Japanese yen,33.67689952
August 1 1988,Pound sterling,129.0876242
August 1 1988,Canadian dollar,98.90026545
August 1 1988,Swiss franc,88.68186874
August 1 1988,Indian rupee,260.7340064
August 1 1988,Chinese renmimbi,93.15625748
August 1 1988,South African rand,449.4861254
August 1 1988,Australian dollar,178.5123967
September 1 1988,US dollar,90.44247788
September 1 1988,Euro,170.7512764
September 1 1988,Japanese yen,35.99637669
September 1 1988,Pound sterling,132.3396567
September 1 1988,Canadian dollar,101.9340159
September 1 1988,Swiss franc,89.34927697
September 1 1988,Indian rupee,245.6578727
September 1 1988,Chinese renmimbi,93.67073463
September 1 1988,South African rand,443.987667
September 1 1988,Australian dollar,179.9070248
November 1 1988,US dollar,81.81415929
November 1 1988,Euro,146.2436178
November 1 1988,Japanese yen,19.32820417
November 1 1988,Pound sterling,110.0271003
November 1 1988,Canadian dollar,91.20212363
November 1 1988,Swiss franc,71.52391546
November 1 1988,Indian rupee,240.4205477
November 1 1988,Chinese renmimbi,82.16080402
November 1 1988,South African rand,428.2631038
November 1 1988,Australian dollar,158.8842975
December 1 1988,US dollar,87.96460177
December 1 1988,Euro,146.3165573
December 1 1988,Japanese yen,19.61686463
December 1 1988,Pound sterling,107.0460705
December 1 1988,Canadian dollar,91.31588927
December 1 1988,Swiss franc,71.46829811
December 1 1988,Indian rupee,252.2059234
December 1 1988,Chinese renmimbi,87.05431922
December 1 1988,South African rand,397.8931141
December 1 1988,Australian dollar,151.8595041
February 1 1989,US dollar,73.80530973
February 1 1989,Euro,143.107221
February 1 1989,Japanese yen,17.86683162
February 1 1989,Pound sterling,102.2583559
February 1 1989,Canadian dollar,77.36063709
February 1 1989,Swiss franc,72.91434928
February 1 1989,Indian rupee,230.7825311
February 1 1989,Chinese renmimbi,77.07585547
February 1 1989,South African rand,386.63926
February 1 1989,Australian dollar,126.6012397
March 1 1989,US dollar,69.95575221
March 1 1989,Euro,134.5733042
March 1 1989,Japanese yen,14.00651919
March 1 1989,Pound sterling,101.1743451
March 1 1989,Canadian dollar,74.63026166
March 1 1989,Swiss franc,67.35261402
March 1 1989,Indian rupee,228.5626638
March 1 1989,Chinese renmimbi,73.43862168
March 1 1989,South African rand,391.6752312
March 1 1989,Australian dollar,147.107438
May 1 1989,US dollar,67.07964602
May 1 1989,Euro,134.7191831
May 1 1989,Japanese yen,16.11540858
May 1 1989,Pound sterling,101.897019
May 1 1989,Canadian dollar,69.92794843
May 1 1989,Swiss franc,75.5839822
May 1 1989,Indian rupee,230.3530593
May 1 1989,Chinese renmimbi,68.76046901
May 1 1989,South African rand,396.1459404
May 1 1989,Australian dollar,145.2479339
June 1 1989,US dollar,59.91150442
June 1 1989,Euro,137.2720642
June 1 1989,Japanese yen,19.49361634
June 1 1989,Pound sterling,107.5880759
June 1 1989,Canadian dollar,65.37732272
June 1 1989,Swiss franc,71.21802002
June 1 1989,Indian rupee,228.1555023
June 1 1989,Chinese renmimbi,61.15099306
June 1 1989,South African rand,412.4871531
June 1 1989,Australian dollar,147.9338843
August 1 1989,US dollar,63.27433628
August 1 1989,Euro,127.1334792
August 1 1989,Japanese yen,16.90100058
August 1 1989,Pound sterling,101.4453478
August 1 1989,Canadian dollar,64.77057262
August 1 1989,Swiss franc,64.98887653
August 1 1989,Indian rupee,238.0333538
August 1 1989,Chinese renmimbi,64.77626226
August 1 1989,South African rand,402.5179856
August 1 1989,Australian dollar,150.6714876
September 1 1989,US dollar,59.02654867
September 1 1989,Euro,133.9897885
September 1 1989,Japanese yen,21.42944846
September 1 1989,Pound sterling,108.5817525
September 1 1989,Canadian dollar,61.13007205
September 1 1989,Swiss franc,70.80088988
September 1 1989,Indian rupee,236.1760277
September 1 1989,Chinese renmimbi,63.44819335
September 1 1989,South African rand,415.364851
September 1 1989,Australian dollar,144.9380165
November 1 1989,US dollar,65.08849558
November 1 1989,Euro,128.0087527
November 1 1989,Japanese yen,23.59996201
November 1 1989,Pound sterling,113.0081301
November 1 1989,Canadian dollar,66.05991657
November 1 1989,Swiss franc,67.38042269
November 1 1989,Indian rupee,248.4076078
November 1 1989,Chinese renmimbi,65.39842067
November 1 1989,South African rand,406.1151079
November 1 1989,Australian dollar,146.2809917
December 1 1989,US dollar,83.14159292
December 1 1989,Euro,146.4624362
December 1 1989,Japanese yen,37.14128841
December 1 1989,Pound sterling,138.7533875
December 1 1989,Canadian dollar,82.8972317
December 1 1989,Swiss franc,83.37041157
December 1 1989,Indian rupee,288.9173964
December 1 1989,Chinese renmimbi,85.54678153
December 1 1989,South African rand,453.6998972
December 1 1989,Australian dollar,174.018595
January 1 1990,US dollar,76.37168142
January 1 1990,Euro,126.622903
January 1 1990,Japanese yen,32.7170919
January 1 1990,Pound sterling,123.3062331
January 1 1990,Canadian dollar,75.04740235
January 1 1990,Swiss franc,70.99555061
January 1 1990,Indian rupee,269.5019243
January 1 1990,Chinese renmimbi,124.1564968
January 1 1990,South African rand,421.942446
January 1 1990,Australian dollar,160.6404959
February 1 1990,US dollar,83.98230088
February 1 1990,Euro,133.7709701
February 1 1990,Japanese yen,39.55436014
February 1 1990,Pound sterling,123.2158988
February 1 1990,Canadian dollar,87.37201365
February 1 1990,Swiss franc,73.19243604
February 1 1990,Indian rupee,293.669474
February 1 1990,Chinese renmimbi,131.0122039
February 1 1990,South African rand,446.3001028
February 1 1990,Australian dollar,179.0805785
March 1 1990,US dollar,79.77876106
March 1 1990,Euro,132.166302
March 1 1990,Japanese yen,40.8489305
March 1 1990,Pound sterling,120.4155375
March 1 1990,Canadian dollar,83.23852863
March 1 1990,Swiss franc,70.07786429
March 1 1990,Indian rupee,286.3796085
March 1 1990,Chinese renmimbi,134.3024647
March 1 1990,South African rand,438.7975334
March 1 1990,Australian dollar,175.1549587
May 1 1990,US dollar,63.49557522
May 1 1990,Euro,105.8351568
May 1 1990,Japanese yen,35.93011915
May 1 1990,Pound sterling,103.432701
May 1 1990,Canadian dollar,63.13993174
May 1 1990,Swiss franc,49.38820912
May 1 1990,Indian rupee,257.660773
May 1 1990,Chinese renmimbi,108.9973678
May 1 1990,South African rand,404.5220966
May 1 1990,Australian dollar,155.3202479
June 1 1990,US dollar,60.84070796
June 1 1990,Euro,104.0116703
June 1 1990,Japanese yen,27.33772116
June 1 1990,Pound sterling,94.94128275
June 1 1990,Canadian dollar,61.24383769
June 1 1990,Swiss franc,45.05005562
June 1 1990,Indian rupee,251.9995538
June 1 1990,Chinese renmimbi,104.7977985
June 1 1990,South African rand,396.0431655
June 1 1990,Australian dollar,143.8533058
August 1 1990,US dollar,64.02654867
August 1 1990,Euro,94.96717724
August 1 1990,Japanese yen,26.37235346
August 1 1990,Pound sterling,80.48780488
August 1 1990,Canadian dollar,61.92643155
August 1 1990,Swiss franc,39.59955506
August 1 1990,Indian rupee,258.7428189
August 1 1990,Chinese renmimbi,107.4539363
August 1 1990,South African rand,392.2404933
August 1 1990,Australian dollar,140.8057851
October 1 1990,US dollar,75.3539823
October 1 1990,Euro,104.8869438
October 1 1990,Japanese yen,25.7264583
October 1 1990,Pound sterling,89.43089431
October 1 1990,Canadian dollar,73.07546454
October 1 1990,Swiss franc,42.0189099
October 1 1990,Indian rupee,309.4372246
October 1 1990,Chinese renmimbi,123.3070112
October 1 1990,South African rand,422.7646454
October 1 1990,Australian dollar,146.3326446
November 1 1990,US dollar,68.31858407
November 1 1990,Euro,91.10138585
November 1 1990,Japanese yen,14.92879631
November 1 1990,Pound sterling,76.06142728
November 1 1990,Canadian dollar,67.95601062
November 1 1990,Swiss franc,34.84427141
November 1 1990,Indian rupee,283.3509956
November 1 1990,Chinese renmimbi,113.9267767
November 1 1990,South African rand,397.4820144
November 1 1990,Australian dollar,148.9669421
January 1 1991,US dollar,70.88495575
January 1 1991,Euro,93.80014588
January 1 1991,Japanese yen,22.85027881
January 1 1991,Pound sterling,80.75880759
January 1 1991,Canadian dollar,72.08949564
January 1 1991,Swiss franc,38.59844271
January 1 1991,Indian rupee,287.578783
January 1 1991,Chinese renmimbi,143.9818138
January 1 1991,South African rand,414.028777
January 1 1991,Australian dollar,161.6219008
February 1 1991,US dollar,61.28318584
February 1 1991,Euro,80.96280088
February 1 1991,Japanese yen,10.97512099
February 1 1991,Pound sterling,66.57633243
February 1 1991,Canadian dollar,60.29579067
February 1 1991,Swiss franc,26.91879867
February 1 1991,Indian rupee,278.007697
February 1 1991,Chinese renmimbi,125.4367073
February 1 1991,South African rand,373.6896197
February 1 1991,Australian dollar,138.8429752
March 1 1991,US dollar,62.34513274
March 1 1991,Euro,90.29905179
March 1 1991,Japanese yen,14.31070152
March 1 1991,Pound sterling,74.61607949
March 1 1991,Canadian dollar,60.40955631
March 1 1991,Swiss franc,35.87319244
March 1 1991,Indian rupee,291.0034023
March 1 1991,Chinese renmimbi,134.8528356
March 1 1991,South African rand,388.1294964
March 1 1991,Australian dollar,142.1487603
April 1 1991,US dollar,57.38938053
April 1 1991,Euro,104.0846098
April 1 1991,Japanese yen,16.3171929
April 1 1991,Pound sterling,84.733514
April 1 1991,Canadian dollar,55.97269625
April 1 1991,Swiss franc,43.88209121
April 1 1991,Indian rupee,287.2050867
April 1 1991,Chinese renmimbi,129.1098349
April 1 1991,South African rand,399.4347379
April 1 1991,Australian dollar,136.4152893
May 1 1991,US dollar,57.74336283
May 1 1991,Euro,104.1575492
May 1 1991,Japanese yen,13.62449583
May 1 1991,Pound sterling,86.72086721
May 1 1991,Canadian dollar,55.82100872
May 1 1991,Swiss franc,43.15906563
May 1 1991,Indian rupee,301.7178872
May 1 1991,Chinese renmimbi,120.949988
May 1 1991,South African rand,410.5858171
May 1 1991,Australian dollar,138.2747934
July 1 1991,US dollar,63.2300885
July 1 1991,Euro,126.2582057
July 1 1991,Japanese yen,18.27225361
July 1 1991,Pound sterling,106.3233966
July 1 1991,Canadian dollar,59.95449374
July 1 1991,Swiss franc,60.53948832
July 1 1991,Indian rupee,334.3187015
July 1 1991,Chinese renmimbi,139.4592008
July 1 1991,South African rand,450.3597122
July 1 1991,Australian dollar,149.535124
August 1 1991,US dollar,60.79646018
August 1 1991,Euro,115.4631656
August 1 1991,Japanese yen,15.92312272
August 1 1991,Pound sterling,96.11562782
August 1 1991,Canadian dollar,58.43761851
August 1 1991,Swiss franc,55.14460512
August 1 1991,Indian rupee,421.250488
August 1 1991,Chinese renmimbi,132.4240249
August 1 1991,South African rand,437.5128469
August 1 1991,Australian dollar,142.5103306
October 1 1991,US dollar,56.63716814
October 1 1991,Euro,99.6353027
October 1 1991,Japanese yen,9.301538982
October 1 1991,Pound sterling,82.92682927
October 1 1991,Canadian dollar,51.91505499
October 1 1991,Swiss franc,43.02002225
October 1 1991,Indian rupee,408.5671259
October 1 1991,Chinese renmimbi,126.1186887
October 1 1991,South African rand,411.0996917
October 1 1991,Australian dollar,129.4938017
November 1 1991,US dollar,58.31858407
November 1 1991,Euro,101.0940919
November 1 1991,Japanese yen,7.893218796
November 1 1991,Pound sterling,84.733514
November 1 1991,Canadian dollar,52.02882063
November 1 1991,Swiss franc,45.3003337
November 1 1991,Indian rupee,415.6394668
November 1 1991,Chinese renmimbi,123.6659488
November 1 1991,South African rand,418.3967112
November 1 1991,Australian dollar,136.1570248
January 1 1992,US dollar,56.28318584
January 1 1992,Euro,82.567469
January 1 1992,Japanese yen,2.28542172
January 1 1992,Pound sterling,70.55103884
January 1 1992,Canadian dollar,54.91088358
January 1 1992,Swiss franc,33.14794216
January 1 1992,Indian rupee,406.4755424
January 1 1992,Chinese renmimbi,127.3988993
January 1 1992,South African rand,397.6875642
January 1 1992,Australian dollar,140.2376033
April 1 1992,US dollar,52.21238938
April 1 1992,Euro,93.14369074
April 1 1992,Japanese yen,7.014263904
April 1 1992,Pound sterling,80.21680217
April 1 1992,Canadian dollar,55.59347744
April 1 1992,Swiss franc,44.54949944
April 1 1992,Indian rupee,454.7939093
April 1 1992,Chinese renmimbi,127.5424743
April 1 1992,South African rand,409.3011305
April 1 1992,Australian dollar,131.5599174
May 1 1992,US dollar,49.33628319
May 1 1992,Euro,87.5273523
May 1 1992,Japanese yen,3.79590825
May 1 1992,Pound sterling,70.82204155
May 1 1992,Canadian dollar,52.2942738
May 1 1992,Swiss franc,40.90656285
May 1 1992,Indian rupee,444.6483351
May 1 1992,Chinese renmimbi,121.6798277
May 1 1992,South African rand,395.1181912
May 1 1992,Australian dollar,129.5454545
June 1 1992,US dollar,49.07079646
June 1 1992,Euro,83.2968636
June 1 1992,Japanese yen,-0.579869292
June 1 1992,Pound sterling,66.93766938
June 1 1992,Canadian dollar,53.84907091
June 1 1992,Swiss franc,36.81868743
June 1 1992,Indian rupee,435.9138825
June 1 1992,Chinese renmimbi,122.5053841
June 1 1992,South African rand,391.6752312
June 1 1992,Australian dollar,130.4752066
July 1 1992,US dollar,52.03539823
July 1 1992,Euro,76.73231218
July 1 1992,Japanese yen,-0.564347421
July 1 1992,Pound sterling,62.42095754
July 1 1992,Canadian dollar,56.4656807
July 1 1992,Swiss franc,30.47830923
July 1 1992,Indian rupee,448.078532
July 1 1992,Chinese renmimbi,119.1194066
July 1 1992,South African rand,388.5405961
July 1 1992,Australian dollar,137.964876
September 1 1992,US dollar,51.19469027
September 1 1992,Euro,63.01969365
September 1 1992,Japanese yen,-2.683198617
September 1 1992,Pound sterling,54.56187895
September 1 1992,Canadian dollar,54.75919606
September 1 1992,Swiss franc,17.76974416
September 1 1992,Indian rupee,440.8834849
September 1 1992,Chinese renmimbi,120.6987318
September 1 1992,South African rand,378.9311408
September 1 1992,Australian dollar,145.8161157
October 1 1992,US dollar,54.24778761
October 1 1992,Euro,77.16994894
October 1 1992,Japanese yen,-3.045993388
October 1 1992,Pound sterling,81.30081301
October 1 1992,Canadian dollar,65.52901024
October 1 1992,Swiss franc,20.71746385
October 1 1992,Indian rupee,453.6058899
October 1 1992,Chinese renmimbi,126.4656616
October 1 1992,South African rand,408.3247688
October 1 1992,Australian dollar,153.5123967
December 1 1992,US dollar,48.09734513
December 1 1992,Euro,90.08023341
December 1 1992,Japanese yen,-3.499602686
December 1 1992,Pound sterling,96.74796748
December 1 1992,Canadian dollar,62.79863481
December 1 1992,Swiss franc,31.59065628
December 1 1992,Indian rupee,430.620782
December 1 1992,Chinese renmimbi,125.7597511
December 1 1992,South African rand,414.028777
December 1 1992,Australian dollar,151.446281
January 1 1993,US dollar,47.30088496
January 1 1993,Euro,94.52954048
January 1 1993,Japanese yen,-3.680536732
January 1 1993,Pound sterling,98.64498645
January 1 1993,Canadian dollar,61.28175958
January 1 1993,Swiss franc,35.65072303
January 1 1993,Indian rupee,437.6373473
January 1 1993,Chinese renmimbi,131.095956
January 1 1993,South African rand,423.0215827
January 1 1993,Australian dollar,150.3615702
February 1 1993,US dollar,45.92920354
February 1 1993,Euro,95.55069292
February 1 1993,Japanese yen,-4.607215585
February 1 1993,Pound sterling,104.968383
February 1 1993,Canadian dollar,58.36177474
February 1 1993,Swiss franc,39.09899889
February 1 1993,Indian rupee,436.862067
February 1 1993,Chinese renmimbi,136.7791338
February 1 1993,South African rand,422.9701953
February 1 1993,Australian dollar,152.5826446
March 1 1993,US dollar,45.3539823
March 1 1993,Euro,97.66593727
March 1 1993,Japanese yen,-9.759086665
March 1 1993,Pound sterling,106.0523939
March 1 1993,Canadian dollar,55.82100872
March 1 1993,Swiss franc,39.40489433
March 1 1993,Indian rupee,485.2975626
March 1 1993,Chinese renmimbi,124.2043551
March 1 1993,South African rand,432.0143885
March 1 1993,Australian dollar,140.9607438
April 1 1993,US dollar,48.84955752
April 1 1993,Euro,98.39533187
April 1 1993,Japanese yen,-11.12130458
April 1 1993,Pound sterling,99.18699187
April 1 1993,Canadian dollar,60.75085324
April 1 1993,Swiss franc,38.7374861
April 1 1993,Indian rupee,485.7381895
April 1 1993,Chinese renmimbi,124.6350802
April 1 1993,South African rand,447.0709147
April 1 1993,Australian dollar,147.9855372
June 1 1993,US dollar,66.99115044
June 1 1993,Euro,119.9854121
June 1 1993,Japanese yen,-6.071368172
June 1 1993,Pound sterling,119.7831978
June 1 1993,Canadian dollar,82.8972317
June 1 1993,Swiss franc,49.88876529
June 1 1993,Indian rupee,565.6924536
June 1 1993,Chinese renmimbi,161.0911701
June 1 1993,South African rand,521.7882837
June 1 1993,Australian dollar,191.1673554
July 1 1993,US dollar,67.69911504
July 1 1993,Euro,133.9897885
July 1 1993,Japanese yen,-5.707183383
July 1 1993,Pound sterling,126.9196025
July 1 1993,Canadian dollar,85.13462268
July 1 1993,Swiss franc,59.48275862
July 1 1993,Indian rupee,562.9650287
July 1 1993,Chinese renmimbi,155.8746112
July 1 1993,South African rand,551.4902364
July 1 1993,Australian dollar,193.6983471
September 1 1993,US dollar,63.31858407
September 1 1993,Euro,129.1757841
September 1 1993,Japanese yen,-9.681477311
September 1 1993,Pound sterling,121.1382114
September 1 1993,Canadian dollar,84.37618506
September 1 1993,Swiss franc,49.77753059
September 1 1993,Indian rupee,547.7661889
September 1 1993,Chinese renmimbi,153.8167026
September 1 1993,South African rand,539.8252826
September 1 1993,Australian dollar,184.7623967
October 1 1993,US dollar,56.63716814
October 1 1993,Euro,116.6301969
October 1 1993,Japanese yen,-13.11343244
October 1 1993,Pound sterling,112.3757904
October 1 1993,Canadian dollar,79.37049678
October 1 1993,Swiss franc,40.26696329
October 1 1993,Indian rupee,520.2074851
October 1 1993,Chinese renmimbi,146.5183058
October 1 1993,South African rand,525.3340185
October 1 1993,Australian dollar,180.7334711
November 1 1993,US dollar,60.75221239
November 1 1993,Euro,130.5616338
November 1 1993,Japanese yen,-8.941987587
November 1 1993,Pound sterling,121.5898826
November 1 1993,Canadian dollar,81.19074706
November 1 1993,Swiss franc,51.58509455
November 1 1993,Indian rupee,536.0254337
November 1 1993,Chinese renmimbi,152.4647045
November 1 1993,South African rand,528.8283659
November 1 1993,Australian dollar,178.0991736
December 1 1993,US dollar,65.08849558
December 1 1993,Euro,140.9190372
December 1 1993,Japanese yen,-6.149209195
December 1 1993,Pound sterling,127.6422764
December 1 1993,Canadian dollar,88.77512325
December 1 1993,Swiss franc,55.22803115
December 1 1993,Indian rupee,553.6058899
December 1 1993,Chinese renmimbi,160.373295
December 1 1993,South African rand,546.0431655
December 1 1993,Australian dollar,192.768595
February 1 1994,US dollar,68.89380531
February 1 1994,Euro,144.7118891
February 1 1994,Japanese yen,-4.828228491
February 1 1994,Pound sterling,128.7262873
February 1 1994,Canadian dollar,92.71899886
February 1 1994,Swiss franc,53.42046719
February 1 1994,Indian rupee,567.6613308
February 1 1994,Chinese renmimbi,297.2361809
February 1 1994,South African rand,569.1161357
February 1 1994,Australian dollar,175.8264463
March 1 1994,US dollar,68.71681416
March 1 1994,Euro,143.1801605
March 1 1994,Japanese yen,-7.587414775
March 1 1994,Pound sterling,131.7976513
March 1 1994,Canadian dollar,95.60106181
March 1 1994,Swiss franc,52.36373749
March 1 1994,Indian rupee,567.1537732
March 1 1994,Chinese renmimbi,296.9968892
March 1 1994,South African rand,577.6464543
March 1 1994,Australian dollar,175.464876
April 1 1994,US dollar,72.21238938
April 1 1994,Euro,144.7118891
April 1 1994,Japanese yen,-6.723055075
April 1 1994,Pound sterling,138.4823848
April 1 1994,Canadian dollar,104.7402351
April 1 1994,Swiss franc,54.3381535
April 1 1994,Indian rupee,580.8689832
April 1 1994,Chinese renmimbi,305.503709
April 1 1994,South African rand,596.1459404
April 1 1994,Australian dollar,185.2272727
June 1 1994,US dollar,70.92920354
June 1 1994,Euro,136.4697301
June 1 1994,Japanese yen,-6.344506764
June 1 1994,Pound sterling,129.9909666
June 1 1994,Canadian dollar,103.1095942
June 1 1994,Swiss franc,50.25027809
June 1 1994,Indian rupee,576.0332422
June 1 1994,Chinese renmimbi,300.2273271
June 1 1994,South African rand,621.7368962
June 1 1994,Australian dollar,169.4214876
July 1 1994,US dollar,70.17699115
July 1 1994,Euro,129.8322392
July 1 1994,Japanese yen,-12.05377517
July 1 1994,Pound sterling,125.9259259
July 1 1994,Canadian dollar,101.5168752
July 1 1994,Swiss franc,43.04783092
July 1 1994,Indian rupee,572.8986558
July 1 1994,Chinese renmimbi,298.0378081
July 1 1994,South African rand,621.5827338
July 1 1994,Australian dollar,172.6239669
August 1 1994,US dollar,69.86725664
August 1 1994,Euro,126.5499635
August 1 1994,Japanese yen,-12.09339069
August 1 1994,Pound sterling,125.3839205
August 1 1994,Canadian dollar,102.0477816
August 1 1994,Swiss franc,41.99110122
August 1 1994,Indian rupee,571.6102404
August 1 1994,Chinese renmimbi,295.7525724
August 1 1994,South African rand,620.3494347
August 1 1994,Australian dollar,168.9566116
September 1 1994,US dollar,70.79646018
September 1 1994,Euro,128.37345
September 1 1994,Japanese yen,-10.87503967
September 1 1994,Pound sterling,126.3775971
September 1 1994,Canadian dollar,100.1896094
September 1 1994,Swiss franc,42.13014461
September 1 1994,Indian rupee,575.4029784
September 1 1994,Chinese renmimbi,295.1663077
September 1 1994,South African rand,611.4594039
September 1 1994,Australian dollar,168.3367769
November 1 1994,US dollar,70.13274336
November 1 1994,Euro,117.1407732
November 1 1994,Japanese yen,-13.81608668
November 1 1994,Pound sterling,112.4661247
November 1 1994,Canadian dollar,97.49715586
November 1 1994,Swiss franc,33.70411568
November 1 1994,Indian rupee,573.0548274
November 1 1994,Chinese renmimbi,292.1871261
November 1 1994,South African rand,590.5960946
November 1 1994,Australian dollar,168.1818182
December 1 1994,US dollar,68.18584071
December 1 1994,Euro,125.2370532
December 1 1994,Japanese yen,-12.52360135
December 1 1994,Pound sterling,119.0605239
December 1 1994,Canadian dollar,98.2176716
December 1 1994,Swiss franc,40.51724138
December 1 1994,Indian rupee,566.0605723
December 1 1994,Chinese renmimbi,286.946638
December 1 1994,South African rand,595.2209661
December 1 1994,Australian dollar,155.5785124
February 1 1995,US dollar,66.50442478
February 1 1995,Euro,118.4536834
February 1 1995,Japanese yen,-13.30502329
February 1 1995,Pound sterling,114.9051491
February 1 1995,Canadian dollar,101.0997345
February 1 1995,Swiss franc,34.59399333
February 1 1995,Indian rupee,558.3189246
February 1 1995,Chinese renmimbi,279.8755683
February 1 1995,South African rand,585.8684481
February 1 1995,Australian dollar,156.9731405
March 1 1995,US dollar,66.23893805
March 1 1995,Euro,112.9832239
March 1 1995,Japanese yen,-15.79037598
March 1 1995,Pound sterling,114.7244806
March 1 1995,Canadian dollar,98.93818733
March 1 1995,Swiss franc,29.61624027
March 1 1995,Indian rupee,558.402588
March 1 1995,Chinese renmimbi,278.9782245
March 1 1995,South African rand,594.6043165
March 1 1995,Australian dollar,164.4628099
May 1 1995,US dollar,71.32743363
May 1 1995,Euro,111.889132
May 1 1995,Japanese yen,-25.03561922
May 1 1995,Pound sterling,116.4408311
May 1 1995,Canadian dollar,99.0140311
May 1 1995,Swiss franc,23.44271413
May 1 1995,Indian rupee,578.7718222
May 1 1995,Chinese renmimbi,289.4831299
May 1 1995,South African rand,620.1952724
May 1 1995,Australian dollar,174.1219008
June 1 1995,US dollar,69.69026549
June 1 1995,Euro,112.3267688
June 1 1995,Japanese yen,-24.39273576
June 1 1995,Pound sterling,117.7055104
June 1 1995,Canadian dollar,99.84831248
June 1 1995,Swiss franc,25.25027809
June 1 1995,Indian rupee,571.8556529
June 1 1995,Chinese renmimbi,281.0002393
June 1 1995,South African rand,626.1048304
June 1 1995,Australian dollar,177.3243802
August 1 1995,US dollar,69.42477876
August 1 1995,Euro,104.3034282
August 1 1995,Japanese yen,-21.69146691
August 1 1995,Pound sterling,116.3504968
August 1 1995,Canadian dollar,98.67273417
August 1 1995,Swiss franc,21.91323693
August 1 1995,Indian rupee,570.823805
August 1 1995,Chinese renmimbi,280.1986121
August 1 1995,South African rand,610.8941418
August 1 1995,Australian dollar,167.0454545
September 1 1995,US dollar,68.80530973
September 1 1995,Euro,114.4420131
September 1 1995,Japanese yen,-13.90273115
September 1 1995,Pound sterling,121.9512195
September 1 1995,Canadian dollar,94.34963974
September 1 1995,Swiss franc,27.03003337
