Date,Currency,Change
January 5 2001,Indian rupee,-1.0622287
January 5 2001,Chinese renmimbi,-7.897802929
January 5 2001,South African rand,13.82649327
January 5 2001,Australian dollar,6.616643929
January 8 2001,US dollar,-7.578367206
January 8 2001,Euro,-1.189227002
January 8 2001,Japanese yen,5.878477057
January 8 2001,Pound sterling,0.111856823
January 8 2001,Canadian dollar,-4.150763359
January 8 2001,Swiss franc,-6.098889131
January 8 2001,Indian rupee,-0.790532619
January 8 2001,Chinese renmimbi,-7.585719041
January 8 2001,South African rand,14.3725722
January 8 2001,Australian dollar,7.753524329
January 9 2001,US dollar,-8.026179814
January 9 2001,Euro,-0.699545296
January 9 2001,Japanese yen,5.587406175
January 9 2001,Pound sterling,0.111856823
January 9 2001,Canadian dollar,-4.747137405
January 9 2001,Swiss franc,-5.772162927
January 9 2001,Indian rupee,-1.37432274
January 9 2001,Chinese renmimbi,-8.039280959
January 9 2001,South African rand,15.4816191
January 9 2001,Australian dollar,7.935425193
January 10 2001,US dollar,-8.26730968
January 10 2001,Euro,-0.979363414
January 10 2001,Japanese yen,5.1659138
January 10 2001,Pound sterling,-0.111856823
January 10 2001,Canadian dollar,-4.890267176
January 10 2001,Swiss franc,-5.881071662
January 10 2001,Indian rupee,-1.657108457
January 10 2001,Chinese renmimbi,-8.284786951
January 10 2001,South African rand,18.62298035
January 10 2001,Australian dollar,8.458390177
January 11 2001,US dollar,-8.990699277
January 11 2001,Euro,-2.728226653
January 11 2001,Japanese yen,5.48755222
January 11 2001,Pound sterling,-1.118568233
January 11 2001,Canadian dollar,-5.653625954
January 11 2001,Swiss franc,-7.144412982
January 11 2001,Indian rupee,-2.442888375
January 11 2001,Chinese renmimbi,-9.025466045
January 11 2001,South African rand,16.95659517
January 11 2001,Australian dollar,7.685311505
January 12 2001,US dollar,-9.162934895
January 12 2001,Euro,-2.798181182
January 12 2001,Japanese yen,5.666202493
January 12 2001,Pound sterling,-0.279642058
January 12 2001,Canadian dollar,-5.796755725
January 12 2001,Swiss franc,-6.795905032
January 12 2001,Indian rupee,-2.754982415
January 12 2001,Chinese renmimbi,-9.17942743
January 12 2001,South African rand,16.41051624
January 12 2001,Australian dollar,7.753524329
January 15 2001,US dollar,-9.231829142
January 15 2001,Euro,-2.168590416
January 15 2001,Japanese yen,6.440919743
January 15 2001,Pound sterling,-0.391498881
January 15 2001,Canadian dollar,-5.367366412
January 15 2001,Swiss franc,-6.186016118
January 15 2001,Indian rupee,-2.870631476
January 15 2001,Chinese renmimbi,-9.250166445
January 15 2001,South African rand,15.97140123
January 15 2001,Australian dollar,8.276489313
January 16 2001,US dollar,-8.887357906
January 16 2001,Euro,-1.678908709
January 16 2001,Japanese yen,5.773868152
January 16 2001,Pound sterling,0.559284116
January 16 2001,Canadian dollar,-5.295801527
January 16 2001,Swiss franc,-5.859289915
January 16 2001,Indian rupee,-2.614777732
January 16 2001,Chinese renmimbi,-8.921438083
January 16 2001,South African rand,16.29229297
January 16 2001,Australian dollar,8.117326057
January 17 2001,US dollar,-9.231829142
January 17 2001,Euro,-0.944386149
January 17 2001,Japanese yen,5.21923717
January 17 2001,Pound sterling,0.055928412
January 17 2001,Canadian dollar,-5.009541985
January 17 2001,Swiss franc,-5.249401002
January 17 2001,Indian rupee,-3.069452806
January 17 2001,Chinese renmimbi,-9.254327563
January 17 2001,South African rand,16.21347745
January 17 2001,Australian dollar,8.640291041
January 18 2001,US dollar,-8.749569411
January 18 2001,Euro,-1.888772298
January 18 2001,Japanese yen,6.183133512
January 18 2001,Pound sterling,0.391498881
January 18 2001,Canadian dollar,-4.317748092
January 18 2001,Swiss franc,-6.66521455
January 18 2001,Indian rupee,-2.627451602
January 18 2001,Chinese renmimbi,-8.771637816
January 18 2001,South African rand,17.21556043
January 18 2001,Australian dollar,8.344702137
January 19 2001,US dollar,-8.749569411
January 19 2001,Euro,-0.909408884
January 19 2001,Japanese yen,5.566688177
January 19 2001,Pound sterling,0.838926174
January 19 2001,Canadian dollar,-4.389312977
January 19 2001,Swiss franc,-5.706817687
January 19 2001,Indian rupee,-2.677354963
January 19 2001,Chinese renmimbi,-8.771637816
January 19 2001,South African rand,17.69408321
January 19 2001,Australian dollar,8.208276489
January 22 2001,US dollar,-8.301756803
January 22 2001,Euro,-0.489681707
January 22 2001,Japanese yen,5.513364807
January 22 2001,Pound sterling,1.901565996
January 22 2001,Canadian dollar,-4.246183206
January 22 2001,Swiss franc,-5.009801786
January 22 2001,Indian rupee,-2.241690694
January 22 2001,Chinese renmimbi,-8.322237017
January 22 2001,South African rand,18.03749367
January 22 2001,Australian dollar,9.208731241
January 23 2001,US dollar,-8.336203927
January 23 2001,Euro,-0.909408884
January 23 2001,Japanese yen,5.787453724
January 23 2001,Pound sterling,1.174496644
January 23 2001,Canadian dollar,-4.317748092
January 23 2001,Swiss franc,-5.445436724
January 23 2001,Indian rupee,-2.307436393
January 23 2001,Chinese renmimbi,-8.334720373
January 23 2001,South African rand,17.48578506
January 23 2001,Australian dollar,9.299681673
January 24 2001,US dollar,-8.956252153
January 24 2001,Euro,0.139909059
January 24 2001,Japanese yen,6.025880515
January 24 2001,Pound sterling,1.398210291
January 24 2001,Canadian dollar,-4.580152672
January 24 2001,Swiss franc,-4.552385101
January 24 2001,Indian rupee,-2.949843161
January 24 2001,Chinese renmimbi,-8.971371505
January 24 2001,South African rand,17.15363396
January 24 2001,Australian dollar,10.41382447
January 25 2001,US dollar,-8.749569411
January 25 2001,Euro,0.699545296
January 25 2001,Japanese yen,4.950582481
January 25 2001,Pound sterling,1.565995526
January 25 2001,Canadian dollar,-4.627862595
January 25 2001,Swiss franc,-4.378131126
January 25 2001,Indian rupee,-2.44922531
January 25 2001,Chinese renmimbi,-8.746671105
January 25 2001,South African rand,17.48015538
January 25 2001,Australian dollar,10.55025011
January 26 2001,US dollar,-9.197382019
January 26 2001,Euro,0
January 26 2001,Japanese yen,4.711136773
January 26 2001,Pound sterling,1.174496644
January 26 2001,Canadian dollar,-5.295801527
January 26 2001,Swiss franc,-4.857329558
January 26 2001,Indian rupee,-2.967269732
January 26 2001,Chinese renmimbi,-9.212716378
January 26 2001,South African rand,17.02415133
January 26 2001,Australian dollar,10.30013643
January 29 2001,US dollar,-9.438511884
January 29 2001,Euro,0.104931794
January 29 2001,Japanese yen,4.348062358
January 29 2001,Pound sterling,0.894854586
January 29 2001,Canadian dollar,-5.796755725
January 29 2001,Swiss franc,-5.140492267
January 29 2001,Indian rupee,-3.193815152
January 29 2001,Chinese renmimbi,-9.454061252
January 29 2001,South African rand,16.60192535
January 29 2001,Australian dollar,9.79990905
January 30 2001,US dollar,-8.715122287
January 30 2001,Euro,0.244840853
January 30 2001,Japanese yen,4.997452705
January 30 2001,Pound sterling,1.454138702
January 30 2001,Canadian dollar,-5.224236641
January 30 2001,Swiss franc,-4.944456545
January 30 2001,Indian rupee,-2.567250721
January 30 2001,Chinese renmimbi,-8.730026631
January 30 2001,South African rand,16.43866464
January 30 2001,Australian dollar,10.32287403
January 31 2001,US dollar,-8.887357906
January 31 2001,Euro,-0.524658972
January 31 2001,Japanese yen,4.464218999
January 31 2001,Pound sterling,1.230425056
January 31 2001,Canadian dollar,-5.248091603
January 31 2001,Swiss franc,-5.292964496
January 31 2001,Indian rupee,-2.795380375
January 31 2001,Chinese renmimbi,-8.888149134
January 31 2001,South African rand,15.729325
January 31 2001,Australian dollar,9.504320146
February 1 2001,US dollar,-7.785049948
February 1 2001,Euro,-0.454704442
February 1 2001,Japanese yen,4.840199708
February 1 2001,Pound sterling,1.230425056
February 1 2001,Canadian dollar,-4.675572519
February 1 2001,Swiss franc,-4.944456545
February 1 2001,Indian rupee,-1.627008016
February 1 2001,Chinese renmimbi,-7.814580559
February 1 2001,South African rand,16.55125823
February 1 2001,Australian dollar,9.731696226
February 2 2001,US dollar,-8.129521185
February 2 2001,Euro,-0.06995453
February 2 2001,Japanese yen,4.789593452
February 2 2001,Pound sterling,1.565995526
February 2 2001,Canadian dollar,-4.937977099
February 2 2001,Swiss franc,-4.334567632
February 2 2001,Indian rupee,-1.966034029
February 2 2001,Chinese renmimbi,-8.139147803
February 2 2001,South African rand,16.92281709
February 2 2001,Australian dollar,9.868121874
February 5 2001,US dollar,-8.542886669
February 5 2001,Euro,-1.224204267
February 5 2001,Japanese yen,3.608667595
February 5 2001,Pound sterling,0.615212528
February 5 2001,Canadian dollar,-4.794847328
February 5 2001,Swiss franc,-5.423654977
February 5 2001,Indian rupee,-2.428630272
February 5 2001,Chinese renmimbi,-8.576065246
February 5 2001,South African rand,16.20784777
February 5 2001,Australian dollar,9.708958618
February 6 2001,US dollar,-9.507406132
February 6 2001,Euro,-1.364113326
February 6 2001,Japanese yen,2.597901029
February 6 2001,Pound sterling,0.615212528
February 6 2001,Canadian dollar,-5.367366412
February 6 2001,Swiss franc,-5.510781965
February 6 2001,Indian rupee,-3.488482621
February 6 2001,Chinese renmimbi,-9.524800266
February 6 2001,South African rand,15.05939312
February 6 2001,Australian dollar,8.663028649
February 7 2001,US dollar,-9.335170513
February 7 2001,Euro,-1.294158797
February 7 2001,Japanese yen,3.707502632
February 7 2001,Pound sterling,0.67114094
February 7 2001,Canadian dollar,-4.937977099
February 7 2001,Swiss franc,-5.532563712
February 7 2001,Indian rupee,-3.22946041
February 7 2001,Chinese renmimbi,-9.370838881
February 7 2001,South African rand,16.59066599
February 7 2001,Australian dollar,9.549795362
February 8 2001,US dollar,-9.404064761
February 8 2001,Euro,0.104931794
February 8 2001,Japanese yen,3.722446762
February 8 2001,Pound sterling,1.733780761
February 8 2001,Canadian dollar,-5.176526718
February 8 2001,Swiss franc,-4.399912873
February 8 2001,Indian rupee,-3.334019835
February 8 2001,Chinese renmimbi,-9.441577896
February 8 2001,South African rand,17.97556719
February 8 2001,Australian dollar,11.23237835
February 9 2001,US dollar,-10.47192559
February 9 2001,Euro,-1.643931445
February 9 2001,Japanese yen,3.856604286
February 9 2001,Pound sterling,0.447427293
February 9 2001,Canadian dollar,-6.369274809
February 9 2001,Swiss franc,-6.055325637
February 9 2001,Indian rupee,-4.34713729
February 9 2001,Chinese renmimbi,-10.49434088
February 9 2001,South African rand,15.11568992
February 9 2001,Australian dollar,10.32287403
February 12 2001,US dollar,-10.05856011
February 12 2001,Euro,-1.783840504
February 12 2001,Japanese yen,4.336174982
February 12 2001,Pound sterling,0.559284116
February 12 2001,Canadian dollar,-5.319656489
February 12 2001,Swiss franc,-5.989980396
February 12 2001,Indian rupee,-3.817211115
February 12 2001,Chinese renmimbi,-10.06990679
February 12 2001,South African rand,14.96368857
February 12 2001,Australian dollar,10.32287403
February 13 2001,US dollar,-10.16190148
February 13 2001,Euro,-1.014340679
February 13 2001,Japanese yen,3.95713752
February 13 2001,Pound sterling,0.447427293
February 13 2001,Canadian dollar,-5.224236641
February 13 2001,Swiss franc,-5.227619255
February 13 2001,Indian rupee,-3.822755933
February 13 2001,Chinese renmimbi,-10.19890146
February 13 2001,South African rand,15.89821539
February 13 2001,Australian dollar,11.0732151
February 14 2001,US dollar,-10.3341371
February 14 2001,Euro,-0.909408884
February 14 2001,Japanese yen,2.984410556
February 14 2001,Pound sterling,-0.33557047
February 14 2001,Canadian dollar,-5.200381679
February 14 2001,Swiss franc,-5.314746243
February 14 2001,Indian rupee,-3.903551852
February 14 2001,Chinese renmimbi,-10.37366844
February 14 2001,South African rand,15.56043461
February 14 2001,Australian dollar,11.86903138
February 15 2001,US dollar,-10.9197382
February 15 2001,Euro,0.06995453
February 15 2001,Japanese yen,1.61804164
February 15 2001,Pound sterling,-0.279642058
February 15 2001,Canadian dollar,-5.653625954
February 15 2001,Swiss franc,-4.487039861
February 15 2001,Indian rupee,-4.64418111
February 15 2001,Chinese renmimbi,-10.9479028
February 15 2001,South African rand,14.62590779
February 15 2001,Australian dollar,12.23283311
February 16 2001,US dollar,-11.29865656
February 16 2001,Euro,-1.678908709
February 16 2001,Japanese yen,0.932309887
February 16 2001,Pound sterling,-0.782997763
February 16 2001,Canadian dollar,-5.749045802
February 16 2001,Swiss franc,-5.793944674
February 16 2001,Indian rupee,-5.110737936
February 16 2001,Chinese renmimbi,-11.3307257
February 16 2001,South African rand,13.78708551
February 16 2001,Australian dollar,10.2319236
February 19 2001,US dollar,-10.60971409
February 19 2001,Euro,-1.434067856
February 19 2001,Japanese yen,2.214108617
February 19 2001,Pound sterling,0.33557047
February 19 2001,Canadian dollar,-4.866412214
February 19 2001,Swiss franc,-5.597908952
February 19 2001,Indian rupee,-4.351097874
February 19 2001,Chinese renmimbi,-10.64414115
February 19 2001,South African rand,13.10026459
February 19 2001,Australian dollar,11.45975443
February 20 2001,US dollar,-11.71202205
February 20 2001,Euro,-1.399090591
February 20 2001,Japanese yen,0.548857114
February 20 2001,Pound sterling,-0.782997763
February 20 2001,Canadian dollar,-6.011450382
February 20 2001,Swiss franc,-5.793944674
February 20 2001,Indian rupee,-5.4521403
February 20 2001,Chinese renmimbi,-11.74683755
February 20 2001,South African rand,11.94618026
February 20 2001,Australian dollar,11.50522965
February 21 2001,US dollar,-11.29865656
February 21 2001,Euro,-1.259181532
February 21 2001,Japanese yen,1.948850321
February 21 2001,Pound sterling,-0.33557047
February 21 2001,Canadian dollar,-5.558206107
February 21 2001,Swiss franc,-5.772162927
February 21 2001,Indian rupee,-4.929343177
February 21 2001,Chinese renmimbi,-11.30992011
February 21 2001,South African rand,12.84692901
February 21 2001,Australian dollar,11.30059118
February 22 2001,US dollar,-10.81639683
February 22 2001,Euro,-0.279818118
February 22 2001,Japanese yen,2.28543287
February 22 2001,Pound sterling,0.055928412
February 22 2001,Canadian dollar,-5.057251908
February 22 2001,Swiss franc,-4.835547811
February 22 2001,Indian rupee,-4.538829568
February 22 2001,Chinese renmimbi,-10.84803595
February 22 2001,South African rand,14.20931149
February 22 2001,Australian dollar,12.11914507
February 23 2001,US dollar,-10.26524285
February 23 2001,Euro,0.279818118
February 23 2001,Japanese yen,2.961994362
February 23 2001,Pound sterling,0.559284116
February 23 2001,Canadian dollar,-4.460877863
February 23 2001,Swiss franc,-4.203877151
February 23 2001,Indian rupee,-3.871075061
February 23 2001,Chinese renmimbi,-10.29044607
February 23 2001,South African rand,15.31835839
February 23 2001,Australian dollar,13.46066394
February 26 2001,US dollar,-9.335170513
February 26 2001,Euro,1.189227002
February 26 2001,Japanese yen,4.343986686
February 26 2001,Pound sterling,2.125279642
February 26 2001,Canadian dollar,-3.769083969
February 26 2001,Swiss franc,-3.201916794
February 26 2001,Indian rupee,-2.793796141
February 26 2001,Chinese renmimbi,-9.341711052
February 26 2001,South African rand,15.23954287
February 26 2001,Australian dollar,14.4838563
February 27 2001,US dollar,-7.578367206
February 27 2001,Euro,2.133613151
February 27 2001,Japanese yen,5.919233774
February 27 2001,Pound sterling,4.082774049
February 27 2001,Canadian dollar,-2.242366412
February 27 2001,Swiss franc,-2.112829449
February 27 2001,Indian rupee,-0.868160071
February 27 2001,Chinese renmimbi,-7.581557923
February 27 2001,South African rand,16.23036649
February 27 2001,Australian dollar,16.23465211
February 28 2001,US dollar,-8.129521185
February 28 2001,Euro,1.434067856
February 28 2001,Japanese yen,6.248004619
February 28 2001,Pound sterling,3.41163311
February 28 2001,Canadian dollar,-2.60019084
February 28 2001,Swiss franc,-2.700936615
February 28 2001,Indian rupee,-1.649187288
February 28 2001,Chinese renmimbi,-8.130825566
February 28 2001,South African rand,15.99954963
February 28 2001,Australian dollar,15.68894952
March 1 2001,US dollar,-8.232862556
March 1 2001,Euro,0.209863589
March 1 2001,Japanese yen,6.036069694
March 1 2001,Pound sterling,2.4049217
March 1 2001,Canadian dollar,-2.099236641
March 1 2001,Swiss franc,-4.007841429
March 1 2001,Indian rupee,-1.798897373
March 1 2001,Chinese renmimbi,-8.255659121
March 1 2001,South African rand,16.00517931
March 1 2001,Australian dollar,15.14324693
March 2 2001,US dollar,-9.369617637
March 2 2001,Euro,-1.643931445
March 2 2001,Japanese yen,6.390992766
March 2 2001,Pound sterling,-0.167785235
March 2 2001,Canadian dollar,-2.838740458
March 2 2001,Swiss franc,-5.750381181
March 2 2001,Indian rupee,-2.997370172
March 2 2001,Chinese renmimbi,-9.370838881
March 2 2001,South African rand,14.69346394
March 2 2001,Australian dollar,13.11959982
March 5 2001,US dollar,-9.576300379
March 5 2001,Euro,-1.154249738
March 5 2001,Japanese yen,6.17939748
March 5 2001,Pound sterling,-0.055928412
March 5 2001,Canadian dollar,-3.148854962
March 5 2001,Swiss franc,-5.445436724
March 5 2001,Indian rupee,-3.231836761
March 5 2001,Chinese renmimbi,-9.583055925
March 5 2001,South African rand,14.63716715
March 5 2001,Australian dollar,14.34743065
March 6 2001,US dollar,-9.782983121
March 6 2001,Euro,-1.573976915
March 6 2001,Japanese yen,5.738545665
March 6 2001,Pound sterling,-0.167785235
March 6 2001,Canadian dollar,-3.792938931
March 6 2001,Swiss franc,-5.750381181
March 6 2001,Indian rupee,-3.562149488
March 6 2001,Chinese renmimbi,-9.807756325
March 6 2001,South African rand,16.20221809
March 6 2001,Australian dollar,14.91587085
March 7 2001,US dollar,-10.1963486
March 7 2001,Euro,-1.678908709
March 7 2001,Japanese yen,6.010936386
March 7 2001,Pound sterling,-0.223713647
March 7 2001,Canadian dollar,-3.578244275
March 7 2001,Swiss franc,-5.815726421
March 7 2001,Indian rupee,-3.932068059
March 7 2001,Chinese renmimbi,-10.22386818
March 7 2001,South African rand,15.74058436
March 7 2001,Australian dollar,16.00727603
March 8 2001,US dollar,-9.162934895
March 8 2001,Euro,-1.049317943
March 8 2001,Japanese yen,7.164011819
March 8 2001,Pound sterling,0.447427293
March 8 2001,Canadian dollar,-2.576335878
March 8 2001,Swiss franc,-5.009801786
March 8 2001,Indian rupee,-2.836570451
March 8 2001,Chinese renmimbi,-9.196071904
March 8 2001,South African rand,14.60901875
March 8 2001,Australian dollar,17.39427012
March 9 2001,US dollar,-7.061660351
March 9 2001,Euro,1.259181532
March 9 2001,Japanese yen,9.640661617
March 9 2001,Pound sterling,2.796420582
March 9 2001,Canadian dollar,-0.310114504
March 9 2001,Swiss franc,-2.679154868
March 9 2001,Indian rupee,-0.541015811
March 9 2001,Chinese renmimbi,-7.073901465
March 9 2001,South African rand,17.75038
March 9 2001,Australian dollar,20.35015916
March 12 2001,US dollar,-6.131588012
March 12 2001,Euro,2.588317594
March 12 2001,Japanese yen,11.53415073
March 12 2001,Pound sterling,3.970917226
March 12 2001,Canadian dollar,0.811068702
March 12 2001,Swiss franc,-1.633631017
March 12 2001,Indian rupee,0.511707487
March 12 2001,Chinese renmimbi,-6.129327563
March 12 2001,South African rand,19.19720768
March 12 2001,Australian dollar,21.50977717
March 13 2001,US dollar,-7.23389597
March 13 2001,Euro,2.693249388
March 13 2001,Japanese yen,9.844784839
March 13 2001,Pound sterling,3.691275168
March 13 2001,Canadian dollar,-0.572519084
March 13 2001,Swiss franc,-1.481158789
March 13 2001,Indian rupee,-0.498241501
March 13 2001,Chinese renmimbi,-7.236185087
March 13 2001,South African rand,18.33023701
March 13 2001,Australian dollar,21.8735789
March 14 2001,US dollar,-9.094040648
March 14 2001,Euro,1.224204267
March 14 2001,Japanese yen,8.338484529
March 14 2001,Pound sterling,1.901565996
March 14 2001,Canadian dollar,-2.33778626
March 14 2001,Swiss franc,-2.984099325
March 14 2001,Indian rupee,-2.491207503
March 14 2001,Chinese renmimbi,-9.117010652
March 14 2001,South African rand,16.82711254
March 14 2001,Australian dollar,20.14552069
March 15 2001,US dollar,-9.714088874
March 15 2001,Euro,1.119272473
March 15 2001,Japanese yen,8.405053833
March 15 2001,Pound sterling,1.510067114
March 15 2001,Canadian dollar,-2.60019084
March 15 2001,Swiss franc,-3.136571553
March 15 2001,Indian rupee,-3.193815152
March 15 2001,Chinese renmimbi,-9.741178429
March 15 2001,South African rand,15.33524742
March 15 2001,Australian dollar,20.60027285
March 16 2001,US dollar,-10.1963486
March 16 2001,Euro,1.678908709
March 16 2001,Japanese yen,8.798356146
March 16 2001,Pound sterling,1.957494407
March 16 2001,Canadian dollar,-2.480916031
March 16 2001,Swiss franc,-2.788063603
March 16 2001,Indian rupee,-3.634232122
March 16 2001,Chinese renmimbi,-10.21138482
March 16 2001,South African rand,16.46118336
March 16 2001,Australian dollar,20.10004548
March 19 2001,US dollar,-10.23079573
March 19 2001,Euro,1.469045121
March 19 2001,Japanese yen,8.107529803
March 19 2001,Pound sterling,2.181208054
March 19 2001,Canadian dollar,-2.528625954
March 19 2001,Swiss franc,-3.114789806
March 19 2001,Indian rupee,-3.627895187
March 19 2001,Chinese renmimbi,-10.26131824
March 19 2001,South African rand,17.37882115
March 19 2001,Australian dollar,18.66757617
March 20 2001,US dollar,-9.886324492
March 20 2001,Euro,1.329136062
March 20 2001,Japanese yen,8.895492986
March 20 2001,Pound sterling,2.4049217
March 20 2001,Canadian dollar,-2.552480916
March 20 2001,Swiss franc,-3.180135047
March 20 2001,Indian rupee,-3.253223916
March 20 2001,Chinese renmimbi,-9.915945406
March 20 2001,South African rand,17.49704442
March 20 2001,Australian dollar,19.14506594
March 21 2001,US dollar,-9.748535997
March 21 2001,Euro,2.098635887
March 21 2001,Japanese yen,9.661379615
March 21 2001,Pound sterling,2.516778523
March 21 2001,Canadian dollar,-1.645992366
March 21 2001,Swiss franc,-2.52668264
March 21 2001,Indian rupee,-3.101929597
March 21 2001,Chinese renmimbi,-9.761984021
March 21 2001,South African rand,17.82919552
March 21 2001,Australian dollar,20.69122328
March 22 2001,US dollar,-10.02411299
March 22 2001,Euro,3.357817419
March 22 2001,Japanese yen,10.20582142
March 22 2001,Pound sterling,2.908277405
March 22 2001,Canadian dollar,-2.075381679
March 22 2001,Swiss franc,-1.54650403
March 22 2001,Indian rupee,-3.416399987
March 22 2001,Chinese renmimbi,-10.05742344
March 22 2001,South African rand,18.18949502
March 22 2001,Australian dollar,20.48658481
March 23 2001,US dollar,-9.438511884
March 23 2001,Euro,2.938090241
March 23 2001,Japanese yen,9.530618483
March 23 2001,Pound sterling,2.852348993
March 23 2001,Canadian dollar,-1.69370229
March 23 2001,Swiss franc,-1.829666739
March 23 2001,Indian rupee,-2.839738918
March 23 2001,Chinese renmimbi,-9.466544607
March 23 2001,South African rand,18.02623431
March 23 2001,Australian dollar,20.4638472
March 26 2001,US dollar,-9.67964175
March 26 2001,Euro,2.41343127
March 26 2001,Japanese yen,9.67360663
March 26 2001,Pound sterling,2.293064877
March 26 2001,Canadian dollar,-2.647900763
March 26 2001,Swiss franc,-2.134611196
March 26 2001,Indian rupee,-3.093216311
March 26 2001,Chinese renmimbi,-9.691245007
March 26 2001,South African rand,17.40696954
March 26 2001,Australian dollar,19.34970441
March 27 2001,US dollar,-9.748535997
March 27 2001,Euro,2.028681357
March 27 2001,Japanese yen,9.581224739
March 27 2001,Pound sterling,1.957494407
March 27 2001,Canadian dollar,-2.170801527
March 27 2001,Swiss franc,-2.548464387
March 27 2001,Indian rupee,-3.231836761
March 27 2001,Chinese renmimbi,-9.757822903
March 27 2001,South African rand,17.36756179
March 27 2001,Australian dollar,19.48613006
March 28 2001,US dollar,-10.36858422
March 28 2001,Euro,2.34347674
March 28 2001,Japanese yen,7.632374418
March 28 2001,Pound sterling,1.398210291
March 28 2001,Canadian dollar,-2.457061069
March 28 2001,Swiss franc,-2.417773905
March 28 2001,Indian rupee,-3.931275942
March 28 2001,Chinese renmimbi,-10.39447403
March 28 2001,South African rand,17.11985588
March 28 2001,Australian dollar,19.75898136
March 29 2001,US dollar,-10.36858422
March 29 2001,Euro,3.182931095
March 29 2001,Japanese yen,8.687973372
March 29 2001,Pound sterling,1.286353468
March 29 2001,Canadian dollar,-2.480916031
March 29 2001,Swiss franc,-1.960357221
March 29 2001,Indian rupee,-3.915433605
March 29 2001,Chinese renmimbi,-10.39031292
March 29 2001,South African rand,17.04667004
March 29 2001,Australian dollar,20.25920873
March 30 2001,US dollar,-11.22976231
March 30 2001,Euro,1.958726828
March 30 2001,Japanese yen,9.686512923
March 30 2001,Pound sterling,1.398210291
March 30 2001,Canadian dollar,-3.196564885
March 30 2001,Swiss franc,-3.114789806
March 30 2001,Indian rupee,-4.824783752
March 30 2001,Chinese renmimbi,-11.23501997
March 30 2001,South African rand,16.20784777
March 30 2001,Australian dollar,20.00909504
April 2 2001,US dollar,-11.81536342
April 2 2001,Euro,1.504022385
April 2 2001,Japanese yen,9.915090174
April 2 2001,Pound sterling,0.727069351
April 2 2001,Canadian dollar,-3.864503817
April 2 2001,Swiss franc,-3.50686125
April 2 2001,Indian rupee,-5.441050664
April 2 2001,Chinese renmimbi,-11.83838216
April 2 2001,South African rand,16.32044137
April 2 2001,Australian dollar,20.05457026
April 3 2001,US dollar,-11.43644506
April 3 2001,Euro,1.434067856
April 3 2001,Japanese yen,9.954827973
April 3 2001,Pound sterling,0.727069351
April 3 2001,Canadian dollar,-3.053435115
April 3 2001,Swiss franc,-3.550424744
April 3 2001,Indian rupee,-5.049744938
April 3 2001,Chinese renmimbi,-11.44723702
April 3 2001,South African rand,17.67156449
April 3 2001,Australian dollar,20.71396089
April 4 2001,US dollar,-10.60971409
April 4 2001,Euro,0.524658972
April 4 2001,Japanese yen,10.36511225
April 4 2001,Pound sterling,1.230425056
April 4 2001,Canadian dollar,-3.005725191
April 4 2001,Swiss franc,-4.334567632
April 4 2001,Indian rupee,-4.260796553
April 4 2001,Chinese renmimbi,-10.63998003
April 4 2001,South African rand,17.62652705
April 4 2001,Australian dollar,20.37289677
April 5 2001,US dollar,-11.09197382
April 5 2001,Euro,0.699545296
April 5 2001,Japanese yen,9.242943993
April 5 2001,Pound sterling,1.006711409
April 5 2001,Canadian dollar,-2.838740458
April 5 2001,Swiss franc,-4.203877151
April 5 2001,Indian rupee,-4.759038053
April 5 2001,Chinese renmimbi,-11.11018642
April 5 2001,South African rand,17.51393346
April 5 2001,Australian dollar,19.82719418
April 6 2001,US dollar,-10.85084395
April 6 2001,Euro,0.419727177
April 6 2001,Japanese yen,8.919607377
April 6 2001,Pound sterling,0.615212528
April 6 2001,Canadian dollar,-3.196564885
April 6 2001,Swiss franc,-4.269222392
April 6 2001,Indian rupee,-4.541998036
April 6 2001,Chinese renmimbi,-10.86884154
April 6 2001,South African rand,17.68845353
April 6 2001,Australian dollar,18.69031378
April 9 2001,US dollar,-10.78194971
April 9 2001,Euro,0.419727177
April 9 2001,Japanese yen,9.98030092
April 9 2001,Pound sterling,-0.055928412
April 9 2001,Canadian dollar,-3.363549618
April 9 2001,Swiss franc,-4.334567632
April 9 2001,Indian rupee,-4.483381388
April 9 2001,Chinese renmimbi,-10.79810253
April 9 2001,South African rand,17.73912064
April 9 2001,Australian dollar,19.19054116
April 10 2001,US dollar,-11.57423355
April 10 2001,Euro,0.839454355
April 10 2001,Japanese yen,8.520191557
April 10 2001,Pound sterling,-0.223713647
April 10 2001,Canadian dollar,-4.699427481
April 10 2001,Swiss franc,-4.203877151
April 10 2001,Indian rupee,-5.353125693
April 10 2001,Chinese renmimbi,-11.60535952
April 10 2001,South African rand,16.12903226
April 10 2001,Australian dollar,17.6216462
April 11 2001,US dollar,-11.22976231
April 11 2001,Euro,1.888772298
April 11 2001,Japanese yen,9.139354006
April 11 2001,Pound sterling,0.503355705
April 11 2001,Canadian dollar,-4.055343511
April 11 2001,Swiss franc,-3.50686125
April 11 2001,Indian rupee,-4.692500238
April 11 2001,Chinese renmimbi,-11.24334221
April 11 2001,South African rand,16.38799752
April 11 2001,Australian dollar,16.55297863
April 12 2001,US dollar,-10.67860834
April 12 2001,Euro,1.504022385
April 12 2001,Japanese yen,8.690690487
April 12 2001,Pound sterling,0.67114094
April 12 2001,Canadian dollar,-3.506679389
April 12 2001,Swiss franc,-3.833587454
