Country,Year,Value
Mexico,2005,74109703346
Mexico,2006,76329367204
Mexico,2007,87208175923
Mexico,2008,95299838183
Mexico,2009,99888815494
Mexico,2010,1.21E+11
Mexico,2011,1.49E+11
Mexico,2012,1.67E+11
Mexico,2013,1.80E+11
Mexico,2014,1.96E+11
Mexico,2015,1.78E+11
Mexico,2016,1.78E+11
Mexico,2017,1.75E+11
Mexico,2018,1.76E+11
Mexico,2019,1.83E+11
Mexico,2020,1.99E+11
North Macedonia,2000,460208291
North Macedonia,2001,798842469.9
North Macedonia,2002,789942743.5
North Macedonia,2003,934744444.1
North Macedonia,2004,991429584.9
North Macedonia,2005,1340486932
North Macedonia,2006,1889352310
North Macedonia,2007,2264233636
North Macedonia,2008,2110178286
North Macedonia,2009,2288279743
North Macedonia,2010,2276767090
North Macedonia,2011,2667393349
North Macedonia,2012,2891478811
North Macedonia,2013,2747604655
North Macedonia,2014,2964236412
North Macedonia,2015,2470701360
North Macedonia,2016,2751929521
North Macedonia,2017,2801853318
North Macedonia,2018,3284003547
North Macedonia,2019,3650514750
North Macedonia,2020,4126254084
Malta,2000,1471281814
Malta,2001,1667548381
Malta,2002,2210545703
Malta,2003,2730176875
Malta,2004,2733736058
Malta,2005,2578480780
Malta,2006,2980333080
Malta,2007,3798767062
Malta,2008,373422724.3
Malta,2009,538508890
Malta,2010,540154074.4
Malta,2011,515097920.7
Malta,2012,704900046
Malta,2013,596933291.3
Malta,2014,619373096.6
Malta,2015,571697422.7
Malta,2016,677039187.8
Malta,2017,832991850.8
Malta,2018,1024613729
Malta,2019,937615561.1
Malta,2020,939827082.4
Myanmar,2000,286495285.1
Myanmar,2001,464440901.1
Myanmar,2002,549300678.5
Myanmar,2003,646775820.7
Myanmar,2004,773487465.9
Myanmar,2005,889437362.7
Myanmar,2006,1382707355
Myanmar,2007,3283726257
Myanmar,2008,3920716171
Myanmar,2009,5505842339
Myanmar,2010,6045321167
Myanmar,2011,7361702603
Myanmar,2012,7352900705
Myanmar,2013,8835555373
Myanmar,2014,4509489139
Myanmar,2015,4598610942
Myanmar,2016,4886384704
Myanmar,2017,5213962531
Myanmar,2018,5646407387
Myanmar,2019,5824261144
Myanmar,2020,7670070785
Montenegro,2007,688838319.2
Montenegro,2008,435670237.2
Montenegro,2009,572613016.6
Montenegro,2010,556155216.9
Montenegro,2011,392694640.3
Montenegro,2012,458665566.4
Montenegro,2013,584226067.5
Montenegro,2014,662577199.6
Montenegro,2015,681861484.7
Montenegro,2016,793838337.2
Montenegro,2017,1016162257
Montenegro,2018,1202486372
Montenegro,2019,1529177036
Montenegro,2020,2134379583
Mongolia,2000,202077115.6
Mongolia,2001,206545597
Mongolia,2002,267337072.6
Mongolia,2003,203558127.2
Mongolia,2004,207833968.2
Mongolia,2005,333150649.7
Mongolia,2006,719617928.6
Mongolia,2007,1001846766
Mongolia,2008,656677378.5
Mongolia,2009,1327038037
Mongolia,2010,2287769452
Mongolia,2011,2447811909
Mongolia,2012,4126178221
Mongolia,2013,2247857972
Mongolia,2014,1651790999
Mongolia,2015,1322495173
Mongolia,2016,1304118724
Mongolia,2017,3016698322
Mongolia,2018,3549666962
Mongolia,2019,4363699116
Mongolia,2020,4545276809
Mozambique,2000,742321151
Mozambique,2001,726979118.8
Mozambique,2002,824689975.2
Mozambique,2003,947825068.8
Mozambique,2004,1159312550
Mozambique,2005,1102663443
Mozambique,2006,1216256986
Mozambique,2007,1524073650
Mozambique,2008,1660542080
Mozambique,2009,2181058183
Mozambique,2010,2265088388
Mozambique,2011,2591541583
Mozambique,2012,2961916696
Mozambique,2013,3353349472
Mozambique,2014,3221260727
Mozambique,2015,2581229792
Mozambique,2016,2183206658
Mozambique,2017,3361066044
Mozambique,2018,3257710292
Mozambique,2019,3887925208
Mozambique,2020,4091458221
Mauritania,2000,49402252.96
Mauritania,2001,39833320.37
Mauritania,2002,74083411.02
Mauritania,2003,31821258.3
Mauritania,2004,38764016.73
Mauritania,2005,70367752.98
Mauritania,2006,194495586.1
Mauritania,2007,207413837.5
Mauritania,2008,198598074.4
Mauritania,2009,237857971.1
Mauritania,2010,287851716.2
Mauritania,2011,502324710.6
Mauritania,2012,968635710.8
Mauritania,2013,997902480.5
Mauritania,2014,635387343.5
Mauritania,2015,822269358.3
Mauritania,2016,848467104.5
Mauritania,2017,873822720.9
Mauritania,2018,934291833.8
Mauritania,2019,1028702421
Mauritania,2020,1493184646
Mauritius,2000,914366133.7
Mauritius,2001,852678482.5
Mauritius,2002,1248516029
Mauritius,2003,1603024427
Mauritius,2004,1632941133
Mauritius,2005,1371551308
Mauritius,2006,1308850537
Mauritius,2007,1831736327
Mauritius,2008,1796126154
Mauritius,2009,2315555503
Mauritius,2010,2618620803
Mauritius,2011,2775245693
Mauritius,2012,3053007539
Mauritius,2013,3490767904
Mauritius,2014,3920880590
Mauritius,2015,4259691508
Mauritius,2016,4962069842
Mauritius,2017,5984338262
Mauritius,2018,6353096296
Mauritius,2019,7362471786
Mauritius,2020,7291065336
Malawi,2000,246503870.9
Malawi,2001,206054632.9
Malawi,2002,165874400.4
Malawi,2003,127393412.9
Malawi,2004,133673449.2
Malawi,2005,165231252.5
Malawi,2006,141932272.7
Malawi,2007,227314279.6
Malawi,2008,253908649
Malawi,2009,163276594.7
Malawi,2010,325348538.6
Malawi,2011,217026444.1
Malawi,2012,244599528.4
Malawi,2013,428566508.2
Malawi,2014,616100759.7
Malawi,2015,678760478.3
Malawi,2016,608344217.6
Malawi,2017,770431046.2
Malawi,2018,759614761.9
Malawi,2019,824609844.3
Malawi,2020,574988493.6
Malaysia,2000,28650936564
Malaysia,2001,29845803174
Malaysia,2002,33761683388
Malaysia,2003,44309888491
Malaysia,2004,66393546884
Malaysia,2005,70458190075
Malaysia,2006,82876090883
Malaysia,2007,1.02E+11
Malaysia,2008,92166457065
Malaysia,2009,96704054215
Malaysia,2010,1.07E+11
Malaysia,2011,1.34E+11
Malaysia,2012,1.40E+11
Malaysia,2013,1.35E+11
Malaysia,2014,1.16E+11
Malaysia,2015,95282342268
Malaysia,2016,94481267074
Malaysia,2017,1.02E+11
Malaysia,2018,1.01E+11
Malaysia,2019,1.04E+11
Malaysia,2020,1.08E+11
Namibia,2000,259836317.6
Namibia,2001,234251046.8
Namibia,2002,323133447.6
Namibia,2003,325217778
Namibia,2004,345060355.3
Namibia,2005,312104907.4
Namibia,2006,449578847.2
Namibia,2007,896022010.4
Namibia,2008,1292933975
Namibia,2009,2050927527
Namibia,2010,1695691125
Namibia,2011,1786689868
Namibia,2012,1745866242
Namibia,2013,1511161813
Namibia,2014,1177200513
Namibia,2015,1688180787
Namibia,2016,1833673822
Namibia,2017,2432221196
Namibia,2018,2149916908
Namibia,2019,2049238536
Namibia,2020,2171154726
Nigeria,2000,10099448198
Nigeria,2001,10646598366
Nigeria,2002,7566806239
Nigeria,2003,7415087386
Nigeria,2004,17256543969
Nigeria,2005,28632051717
Nigeria,2006,42735469033
Nigeria,2007,51907034586
Nigeria,2008,53599283557
Nigeria,2009,45509823538
Nigeria,2010,35884933616
Nigeria,2011,36263651536
Nigeria,2012,47548404532
Nigeria,2013,46254763638
Nigeria,2014,37497232874
Nigeria,2015,29011450144
Nigeria,2016,28020197619
Nigeria,2017,40499220796
Nigeria,2018,42838869125
Nigeria,2019,38335890479
Nigeria,2020,36729565818
Nicaragua,2000,492485082
Nicaragua,2001,384021946.5
Nicaragua,2002,453205838.9
Nicaragua,2003,508236348.5
Nicaragua,2004,668198634.9
Nicaragua,2005,727807750.9
Nicaragua,2006,921891810.9
Nicaragua,2007,1103322447
Nicaragua,2008,1140842520
Nicaragua,2009,1573082251
Nicaragua,2010,1798981293
Nicaragua,2011,1892248424
Nicaragua,2012,1887214938
Nicaragua,2013,1992960773
Nicaragua,2014,2276176781
Nicaragua,2015,2492262792
Nicaragua,2016,2447771382
Nicaragua,2017,2757785587
Nicaragua,2018,2261143360
Nicaragua,2019,2397444669
Nicaragua,2020,3211903362
Netherlands,2000,17688007847
Netherlands,2001,16897428708
Netherlands,2002,18948439733
Netherlands,2003,21596597094
Netherlands,2004,21603050011
Netherlands,2005,20447919847
Netherlands,2006,23902294464
Netherlands,2007,26928024023
Netherlands,2008,28602644275
Netherlands,2009,39284466011
Netherlands,2010,46146883951
Netherlands,2011,50411044069
Netherlands,2012,54816126189
Netherlands,2013,46309213046
Netherlands,2014,43054391591
Netherlands,2015,38213751383
Netherlands,2016,35905772878
Netherlands,2017,38421990800
Netherlands,2018,38431677255
Netherlands,2019,43320049623
Netherlands,2020,53971404675
Norway,2000,27922060282
Norway,2001,23604634336
Norway,2002,32404966343
Norway,2003,37712335260
Norway,2004,44307531918
Norway,2005,46985905052
Norway,2006,56841568846
Norway,2007,60839629829
Norway,2008,50949819415
Norway,2009,48859300062
Norway,2010,53215083706
Norway,2011,49397087253
Norway,2012,51856399588
Norway,2013,58283142155
Norway,2014,64800723857
Norway,2015,57455936482
Norway,2016,60445172370
Norway,2017,65923863904
Norway,2018,63145471060
Norway,2019,66946037550
Norway,2020,75258813465
Nepal,2000,987342047
Nepal,2001,1079959914
Nepal,2002,1070003807
Nepal,2003,1286240900
Nepal,2004,1529099986
Nepal,2005,1565203520
Nepal,2006,1935487673
Nepal,2007,2014032856
Nepal,2008,2457914115
Nepal,2009,2819466154
Nepal,2010,3002724838
Nepal,2011,3702502162
Nepal,2012,4417738496
Nepal,2013,5434181403
Nepal,2014,6216255070
Nepal,2015,8145463908
Nepal,2016,8734510299
Nepal,2017,9435255967
Nepal,2018,8335473017
Nepal,2019,8713166195
Nepal,2020,11467799302
New Zealand,2000,3952081062
New Zealand,2001,3564653927
New Zealand,2002,4962816762
New Zealand,2003,6085430342
New Zealand,2004,6947354918
New Zealand,2005,8892727558
New Zealand,2006,14068475834
New Zealand,2007,17247175110
New Zealand,2008,11052155510
New Zealand,2009,15594002509
New Zealand,2010,16722654736
New Zealand,2011,17011945022
New Zealand,2012,17582960688
New Zealand,2013,16317764963
New Zealand,2014,15861069905
New Zealand,2015,14699798263
New Zealand,2016,17808384490
New Zealand,2017,20683740691
New Zealand,2018,17656593020
New Zealand,2019,17813501891
New Zealand,2020,13733288689
Oman,2000,2459611529
Oman,2001,2445296352
Oman,2002,3173684751
Oman,2003,3593748667
Oman,2004,3597609065
Oman,2005,4358381770
Oman,2006,5014439182
Oman,2007,9523990110
Oman,2008,11582398509
Oman,2009,12203595446
Oman,2010,13025235620
Oman,2011,14366193706
Oman,2012,14401122658
Oman,2013,15951037291
Oman,2014,16324457252
Oman,2015,17543980313
Oman,2016,20262241805
Oman,2017,16088803823
Oman,2018,17388370607
Oman,2019,16661756725
Oman,2020,15007356725
Pakistan,2000,2087167574
Pakistan,2001,4218132004
Pakistan,2002,8795802481
Pakistan,2003,11815604886
Pakistan,2004,10718170457
Pakistan,2005,11109358834
Pakistan,2006,12878021928
Pakistan,2007,15798067447
Pakistan,2008,9024013987
Pakistan,2009,13606125134
Pakistan,2010,17255570040
Pakistan,2011,17697925812
Pakistan,2012,13688479776
Pakistan,2013,7651260102
Pakistan,2014,14306811155
Pakistan,2015,20027864211
Pakistan,2016,22027605270
Pakistan,2017,18455861310
Pakistan,2018,11837177726
Pakistan,2019,16586046186
Pakistan,2020,18521734364
Panama,2000,722595056.9
Panama,2001,1091760798
Panama,2002,1182833361
Panama,2003,1010969631
Panama,2004,630646276.8
Panama,2005,1210531906
Panama,2006,1334983348
Panama,2007,1935051625
Panama,2008,2423782839
Panama,2009,3028272378
Panama,2010,2714469856
Panama,2011,2303727320
Panama,2012,2466273020
Panama,2013,2847991008
Panama,2014,4032196741
Panama,2015,3378098354
Panama,2016,3846753359
Panama,2017,2703336162
Panama,2018,2121303718
Panama,2019,3423477098
Panama,2020,9613847649
Peru,2000,8675891764
Peru,2001,8980104804
Peru,2002,9721160043
Peru,2003,10241971443
Peru,2004,12664710327
Peru,2005,14171339633
Peru,2006,17441986976
Peru,2007,27785968166
Peru,2008,31241088629
Peru,2009,33225023877
Peru,2010,44214813973
Peru,2011,48913127084
Peru,2012,64155414239
Peru,2013,65766067276
Peru,2014,62529770421
Peru,2015,61594854512
Peru,2016,61801163820
Peru,2017,63819289817
Peru,2018,60333192024
Peru,2019,67711463444
Philippines,2000,15074070181
Philippines,2001,15682884965
Philippines,2002,16321045088
Philippines,2003,17083609600
Philippines,2004,16234405946
Philippines,2005,18474495450
Philippines,2006,22963020102
Philippines,2007,33740202689
Philippines,2008,37497616849
Philippines,2009,44205983462
Philippines,2010,62326286865
Philippines,2011,75123089217
Philippines,2012,83788600501
Philippines,2013,83182370907
Philippines,2014,79629428309
Philippines,2015,80640411491
Philippines,2016,80666223157
Philippines,2017,81413504334
Philippines,2018,79195598850
Philippines,2019,89515298356
Philippines,2020,1.10E+11
Papua New Guinea,2000,304157921.7
Papua New Guinea,2001,440065781.6
Papua New Guinea,2002,343099525.4
Papua New Guinea,2003,520462532.7
Papua New Guinea,2004,660156571
Papua New Guinea,2005,750418379.4
Papua New Guinea,2006,1440728433
Papua New Guinea,2007,2106234947
Papua New Guinea,2008,2008196049
Papua New Guinea,2009,2629121235
Papua New Guinea,2010,3121182845
Papua New Guinea,2011,4352806335
Papua New Guinea,2012,4035177908
Papua New Guinea,2013,2850601817
Papua New Guinea,2014,2329505233
Papua New Guinea,2015,1758569680
Papua New Guinea,2016,1679928638
Papua New Guinea,2017,1761946839
Papua New Guinea,2018,2239395527
Papua New Guinea,2019,2338947947
Poland,2000,27469379417
Poland,2001,26563086840
Poland,2002,29783862625
Poland,2003,33958963963
Poland,2004,36772763413
Poland,2005,42560656301
Poland,2006,48473948179
Poland,2007,65724834525
Poland,2008,62183606684
Poland,2009,79521599626
Poland,2010,93472504101
Poland,2011,97712435349
Poland,2012,1.09E+11
Poland,2013,1.06E+11
Poland,2014,1.00E+11
Poland,2015,94902630299
Poland,2016,1.14E+11
Poland,2017,1.13E+11
Poland,2018,1.17E+11
Poland,2019,1.28E+11
Poland,2020,1.54E+11
Portugal,2000,14262113157
Portugal,2001,15060281506
Portugal,2002,17700956382
Portugal,2003,12813462308
Portugal,2004,11684065091
Portugal,2005,10364170168
Portugal,2006,9882747256
Portugal,2007,11512068377
Portugal,2008,12006451709
Portugal,2009,15781930171
Portugal,2010,20936757462
Portugal,2011,20801304307
Portugal,2012,22658232426
Portugal,2013,17589253885
Portugal,2014,19700737012
Portugal,2015,19402623792
Portugal,2016,24989773865
Portugal,2017,26096701287
Portugal,2018,24920338987
Portugal,2019,25002862228
Portugal,2020,29459811843
Paraguay,2000,772414513.8
Paraguay,2001,723168663.9
Paraguay,2002,641167536.8
Paraguay,2003,983433631.4
Paraguay,2004,1168046779
Paraguay,2005,1297088538
Paraguay,2006,1702147179
Paraguay,2007,2461472077
Paraguay,2008,2863012062
Paraguay,2009,3861718923
Paraguay,2010,4166639316
Paraguay,2011,4982545969
Paraguay,2012,4994947873
Paraguay,2013,5872875218
Paraguay,2014,6986586469
Paraguay,2015,5938523047
Paraguay,2016,6880868044
Paraguay,2017,7877536166
Paraguay,2018,7697884446
Paraguay,2019,7717366751
Paraguay,2020,9202411639
West Bank and Gaza,2006,314081277.7
West Bank and Gaza,2007,354784633.9
West Bank and Gaza,2008,509535838.8
West Bank and Gaza,2009,498173298.1
West Bank and Gaza,2010,531755697.1
West Bank and Gaza,2011,498047447.6
West Bank and Gaza,2012,664041719.5
West Bank and Gaza,2013,685224934.3
West Bank and Gaza,2014,672378108.5
West Bank and Gaza,2015,580939642.2
West Bank and Gaza,2016,312800333.7
West Bank and Gaza,2017,446349334.4
West Bank and Gaza,2018,537846124.6
West Bank and Gaza,2019,658352116.3
West Bank and Gaza,2020,697074683.3
Qatar,2000,1163240535
Qatar,2001,1317979112
Qatar,2002,1573357087
Qatar,2003,2952140936
Qatar,2004,3414202841
Qatar,2005,4552170762
Qatar,2006,5394808792
Qatar,2007,9749045696
Qatar,2008,9996578244
Qatar,2009,18803758798
Qatar,2010,31181698263
Qatar,2011,16809490743
Qatar,2012,33185072530
Qatar,2013,42082172538
Qatar,2014,43215459718
Qatar,2015,37257529105
Qatar,2016,31887349773
Qatar,2017,15007730965
Qatar,2018,30358280804
Qatar,2019,39718464943
Qatar,2020,40972506521
Romania,2000,3395672575
Romania,2001,4857637361
Romania,2002,7285846580
Romania,2003,9449445049
Romania,2004,16095478768
Romania,2005,21601177535
Romania,2006,30206004059
Romania,2007,39974195969
Romania,2008,39768375684
Romania,2009,44383053890
Romania,2010,48047830953
Romania,2011,48044368559
Romania,2012,46711176510
Romania,2013,48827640846
Romania,2014,43186336128
Romania,2015,38700983241
Romania,2016,39953479393
Romania,2017,44429296937
Romania,2018,42129061938
Romania,2019,42006529634
Romania,2020,52190562712
Russia,2000,27656266696
Russia,2001,36302524269
Russia,2002,48325637167
Russia,2003,78409347971
Russia,2004,1.26E+11
Russia,2005,1.82E+11
Russia,2006,3.04E+11
Russia,2007,4.79E+11
Russia,2008,4.26E+11
Russia,2009,4.39E+11
Russia,2010,4.79E+11
Russia,2011,4.97E+11
Russia,2012,5.38E+11
Russia,2013,5.10E+11
Russia,2014,3.86E+11
Russia,2015,3.68E+11
Russia,2016,3.77E+11
Russia,2017,4.33E+11
Russia,2018,4.69E+11
Russia,2019,5.55E+11
Russia,2020,5.97E+11
Rwanda,2000,190641890.7
Rwanda,2001,212109512.5
Rwanda,2002,243728532.5
Rwanda,2003,214698552.3
Rwanda,2004,314640045.5
Rwanda,2005,256882287.2
Rwanda,2006,381762789.7
Rwanda,2007,783926885.4
Rwanda,2008,769313046.8
Rwanda,2009,1009885490
Rwanda,2010,806395756
Rwanda,2011,717579235.8
Rwanda,2012,474675026
Rwanda,2013,654177583.5
Rwanda,2014,945126111.2
Rwanda,2015,917498055.1
Rwanda,2016,1013356070
Rwanda,2017,1178765818
Rwanda,2018,1355058758
Rwanda,2019,1464873538
Rwanda,2020,1806068099
Saudi Arabia,2000,20846854711
Saudi Arabia,2001,18866525322
Saudi Arabia,2002,22185731358
Saudi Arabia,2003,24537673815
Saudi Arabia,2004,29303891020
Saudi Arabia,2005,1.57E+11
Saudi Arabia,2006,2.29E+11
Saudi Arabia,2007,3.09E+11
Saudi Arabia,2008,4.51E+11
Saudi Arabia,2009,4.21E+11
Saudi Arabia,2010,4.59E+11
Saudi Arabia,2011,5.57E+11
Saudi Arabia,2012,6.74E+11
Saudi Arabia,2013,7.38E+11
Saudi Arabia,2014,7.44E+11
Saudi Arabia,2015,6.27E+11
Saudi Arabia,2016,5.47E+11
Saudi Arabia,2017,5.09E+11
Saudi Arabia,2018,5.09E+11
Saudi Arabia,2019,5.15E+11
Saudi Arabia,2020,4.73E+11
Sudan,2000,137814239.3
Sudan,2001,49736273.16
Sudan,2002,248935516.5
Sudan,2003,529445721.9
Sudan,2004,1337996808
Sudan,2005,1868587866
Sudan,2006,1659926272
Sudan,2007,1377921603
Sudan,2008,1399041060
Sudan,2009,1094176669
Sudan,2010,1036244171
Sudan,2011,192529339.7
Sudan,2012,192632614.7
Sudan,2013,192956941.6
Sudan,2014,181457169
Sudan,2015,173516490.9
Sudan,2016,168284353.1
Sudan,2017,177933851.8
Singapore,2000,81084978989
Singapore,2001,76599880561
Singapore,2002,83413380412
Singapore,2003,97742808490
Singapore,2004,1.14E+11
Singapore,2005,1.18E+11
Singapore,2006,1.39E+11
Singapore,2007,1.66E+11
Singapore,2008,1.78E+11
Singapore,2009,1.92E+11
Singapore,2010,2.31E+11
Singapore,2011,2.44E+11
Singapore,2012,2.66E+11
Singapore,2013,2.78E+11
Singapore,2014,2.62E+11
Singapore,2015,2.52E+11
Singapore,2016,2.51E+11
Singapore,2017,2.85E+11
Singapore,2018,2.93E+11
Singapore,2019,2.85E+11
Singapore,2020,3.70E+11
Solomon Islands,2000,32044869.28
Solomon Islands,2001,18070277.35
Solomon Islands,2002,18687274.55
Solomon Islands,2003,37005791.6
Solomon Islands,2004,79812571.62
Solomon Islands,2005,94825566.29
Solomon Islands,2006,104075013.5
Solomon Islands,2007,120530168.4
Solomon Islands,2008,88829534.57
Solomon Islands,2009,145987707.5
Solomon Islands,2010,265834982.9
Solomon Islands,2011,412272152.6
Solomon Islands,2012,498913804.2
Solomon Islands,2013,520474136.8
Solomon Islands,2014,495902580.3
Solomon Islands,2015,519562129.9
Solomon Islands,2016,513960963.3
Solomon Islands,2017,574230569.1
Solomon Islands,2018,617115407.1
Solomon Islands,2019,571632111.1
Solomon Islands,2020,660995997.3
Sierra Leone,2000,49207274.42
Sierra Leone,2001,51311629.27
Sierra Leone,2002,84690145.25
Sierra Leone,2003,66617191.35
Sierra Leone,2004,125104244.4
Sierra Leone,2005,170505508.4
Sierra Leone,2006,183927216.1
Sierra Leone,2007,216555180.8
Sierra Leone,2008,220167661.3
Sierra Leone,2009,404964508.6
Sierra Leone,2010,408971756.3
Sierra Leone,2011,439130952.9
Sierra Leone,2012,477987067.7
Sierra Leone,2013,532538016.7
Sierra Leone,2014,600784544.1
Sierra Leone,2015,579013520.6
Sierra Leone,2016,497242646.7
Sierra Leone,2017,549121050.9
Sierra Leone,2018,501210759.6
Sierra Leone,2019,530137881.5
Sierra Leone,2020,707703898.1
El Salvador,2000,1901335075
El Salvador,2001,1723445185
El Salvador,2002,1633634983
El Salvador,2003,1986451866
El Salvador,2004,1935975150
El Salvador,2005,1851759755
El Salvador,2006,1970971557
El Salvador,2007,2302871089
El Salvador,2008,2644386459
El Salvador,2009,3120881836
El Salvador,2010,2881775239
El Salvador,2011,2493022512
El Salvador,2012,3176161720
El Salvador,2013,2744899176
El Salvador,2014,2693299223
El Salvador,2015,2786587496
El Salvador,2016,3238334349
El Salvador,2017,3567268276
El Salvador,2018,3568810598
El Salvador,2019,4445830633
El Salvador,2020,3082859548
San Marino,2000,135161372.5
San Marino,2001,133005013.1
San Marino,2002,182564953.2
San Marino,2003,251247772.9
San Marino,2004,355512155.8
San Marino,2005,347709671.7
San Marino,2006,479069768.4
San Marino,2007,647733471.5
San Marino,2008,706793198.1
San Marino,2009,790271922.1
San Marino,2010,449159685.7
San Marino,2011,341857697.2
San Marino,2012,384949652.8
San Marino,2013,539285341.2
San Marino,2014,392044349.6
San Marino,2015,378976114
San Marino,2016,450983493.5
San Marino,2017,359230311.9
San Marino,2018,338957476.9
San Marino,2019,473110899.8
San Marino,2020,781804749.8
Serbia,2006,11888907220
Serbia,2007,14214276005
Serbia,2008,11477985606
Serbia,2009,15227935669
Serbia,2010,13307506858
Serbia,2011,15583042920
Serbia,2012,14402950144
Serbia,2013,15431775006
Serbia,2014,12051956986
Serbia,2015,11344953319
Serbia,2016,10748918413
Serbia,2017,11906315333
Serbia,2018,12874374087
Serbia,2019,14994710381
Serbia,2020,16586724161
S. Sudan,2012,1282090260
S. Sudan,2013,947810456.6
S. Sudan,2014,416808670.1
S. Sudan,2015,229880518.4
S. Sudan,2016,68159818.64
S. Sudan,2017,33820210.96
S. Sudan,2018,36396368.2
S. Sudan,2019,378281747
Sao Tome and Principe,2000,11639663.81
Sao Tome and Principe,2001,15481933.62
Sao Tome and Principe,2002,17352535.26
Sao Tome and Principe,2003,25470020
Sao Tome and Principe,2004,19503428.32
Sao Tome and Principe,2005,26702730.98
Sao Tome and Principe,2006,34181487.47
Sao Tome and Principe,2007,39331621.05
Sao Tome and Principe,2008,61292170.22
Sao Tome and Principe,2009,66659123.45
Sao Tome and Principe,2010,48170349.07
Sao Tome and Principe,2011,52125217.79
Sao Tome and Principe,2012,51587491.14
Sao Tome and Principe,2013,63787766.58
Sao Tome and Principe,2014,63523954.98
Sao Tome and Principe,2015,72864704.99
Sao Tome and Principe,2016,63203006.42
Sao Tome and Principe,2017,58950229.5
Sao Tome and Principe,2018,43683545.12
Sao Tome and Principe,2019,47148376.74
Sao Tome and Principe,2020,75287733.68
Suriname,2000,133306155.8
Suriname,2001,192538818.5
Suriname,2002,113194031.2
Suriname,2003,114370366.4
Suriname,2004,138383053.4
Suriname,2005,141874019.1
Suriname,2006,237361004.2
Suriname,2007,403278663.5
Suriname,2008,602541474.4
Suriname,2009,657026656.4
Suriname,2010,690815612.9
Suriname,2011,816878191.1
Suriname,2012,1008868435
Suriname,2013,778764877.9
Suriname,2014,625144169.1
Suriname,2015,330244649.3
Suriname,2016,381050648.9
Suriname,2017,424603963.1
Suriname,2018,580780344.6
Suriname,2019,647934729.7
Suriname,2020,584929135.7
Slovak Republic,2000,4376328677
Slovak Republic,2001,4453132136
Slovak Republic,2002,9195618259
Slovak Republic,2003,12149157812
Slovak Republic,2004,14911965832
Slovak Republic,2005,15479863359
Slovak Republic,2006,13364307419
Slovak Republic,2007,18973379149
Slovak Republic,2008,18836137093
Slovak Republic,2009,1803647039
Slovak Republic,2010,2155733869
Slovak Republic,2011,2417985583
Slovak Republic,2012,2519014758
Slovak Republic,2013,2152916325
Slovak Republic,2014,2620751838
Slovak Republic,2015,2892029440
Slovak Republic,2016,2879889590
Slovak Republic,2017,3620878541
Slovak Republic,2018,5229297355
Slovak Republic,2019,7168770088
Slovak Republic,2020,9343714002
Slovenia,2000,3196099146
Slovenia,2001,4397212831
Slovenia,2002,7063482626
Slovenia,2003,8598243636
Slovenia,2004,8899759020
Slovenia,2005,8159730012
Slovenia,2006,7139432999
Slovenia,2007,1065303786
Slovenia,2008,957648182.5
Slovenia,2009,1078161603
Slovenia,2010,1070760883
Slovenia,2011,986893174.5
Slovenia,2012,951915167
Slovenia,2013,922155291.8
Slovenia,2014,1016368871
Slovenia,2015,856213889
Slovenia,2016,742060176.1
Slovenia,2017,889788337.7
Slovenia,2018,933092542
Slovenia,2019,1015426219
Slovenia,2020,1311110696
Sweden,2000,16498728322
Sweden,2001,15625206245
Sweden,2002,19170723589
Sweden,2003,22168538425
Sweden,2004,24768805295
Sweden,2005,24867578418
Sweden,2006,28017219694
Sweden,2007,31033035734
Sweden,2008,29727344092
Sweden,2009,47255415701
Sweden,2010,48246149256
Sweden,2011,50213891951
Sweden,2012,52245310612
Sweden,2013,65363359246
Sweden,2014,62579168751
Sweden,2015,58098544753
Sweden,2016,59361642625
Sweden,2017,62191481194
Sweden,2018,60566144401
Sweden,2019,55509629820
Sweden,2020,58260344659
Eswatini,2000,351794140.7
Eswatini,2001,271776570.2
Eswatini,2002,275844476.9
Eswatini,2003,277512201.6
Eswatini,2004,323561615.6
Eswatini,2005,243897157.3
Eswatini,2006,372529356.2
Eswatini,2007,774192962.8
Eswatini,2008,751935734.7
Eswatini,2009,958869319.5
Eswatini,2010,756344144.8
Eswatini,2011,600507428.8
Eswatini,2012,740960093.3
Eswatini,2013,762540937.8
Eswatini,2014,690755431.1
Eswatini,2015,547997264.1
Eswatini,2016,564314115.6
Eswatini,2017,563119751.3
Eswatini,2018,440685903
Eswatini,2019,440314152.6
Eswatini,2020,545564174.1
Seychelles,2000,43752074.05
Seychelles,2001,37133887.92
Seychelles,2002,69794569.43
Seychelles,2003,67387802
Seychelles,2004,34591085.97
Seychelles,2005,56244154.3
Seychelles,2006,112923278.4
Seychelles,2007,40768609.4
Seychelles,2008,63833877.52
Seychelles,2009,190546677.6
Seychelles,2010,255584702.6
Seychelles,2011,279115074
Seychelles,2012,308093541.2
Seychelles,2013,425902438.9
Seychelles,2014,465010215.6
Seychelles,2015,536145674.4
Seychelles,2016,523503786.9
Seychelles,2017,545203276.4
Seychelles,2018,549521831.7
Seychelles,2019,580545515.1
Seychelles,2020,559681941.8
Chad,2000,113752750.3
Chad,2001,125450913.5
Chad,2002,222510578.7
Chad,2003,191745202.6
Chad,2004,226603535.3
Chad,2005,231282856.2
Chad,2006,632157876.9
Chad,2007,964338637
Chad,2008,1355146208
Chad,2009,616701392.1
Chad,2010,632405291.3
Chad,2011,951097160.6
