Country,Year,Value
Chad,2012,1155659287
Chad,2013,1183031944
Chad,2014,1075906115
Chad,2015,368916823.8
Chad,2016,8184292.088
Chad,2017,8575237.415
Chad,2018,147750165.9
Chad,2019,310032032.9
Thailand,2000,32665494240
Thailand,2001,33040506130
Thailand,2002,38903305774
Thailand,2003,42161780760
Thailand,2004,49846608742
Thailand,2005,52075784294
Thailand,2006,67007805168
Thailand,2007,87472466803
Thailand,2008,1.11E+11
Thailand,2009,1.38E+11
Thailand,2010,1.72E+11
Thailand,2011,1.75E+11
Thailand,2012,1.81E+11
Thailand,2013,1.67E+11
Thailand,2014,1.57E+11
Thailand,2015,1.56E+11
Thailand,2016,1.72E+11
Thailand,2017,2.03E+11
Thailand,2018,2.06E+11
Thailand,2019,2.24E+11
Thailand,2020,2.58E+11
Tajikistan,2000,94280831.93
Tajikistan,2001,94282905.71
Tajikistan,2002,89508809.94
Tajikistan,2003,117567950.1
Tajikistan,2004,172081994.8
Tajikistan,2005,188914218.3
Tajikistan,2006,203823197.2
Tajikistan,2007,85217536.02
Tajikistan,2008,163514355
Tajikistan,2009,254940310.8
Tajikistan,2010,403106833.9
Tajikistan,2011,518942135.2
Tajikistan,2012,630690451.2
Tajikistan,2013,661311872.5
Tajikistan,2014,512645031.2
Tajikistan,2015,493391433
Tajikistan,2016,644763434.4
Tajikistan,2017,1291955731
Tajikistan,2018,1284070863
Tajikistan,2019,1466304531
Timor-Leste,2002,43468355.21
Timor-Leste,2003,61303449.37
Timor-Leste,2004,182433882
Timor-Leste,2005,153299848.3
Timor-Leste,2006,83755117.64
Timor-Leste,2007,230271660.4
Timor-Leste,2008,210423736.9
Timor-Leste,2009,249928530.8
Timor-Leste,2010,406188384
Timor-Leste,2011,461610881
Timor-Leste,2012,883551410.8
Timor-Leste,2013,686998202.8
Timor-Leste,2014,311471064.6
Timor-Leste,2015,437752181
Timor-Leste,2016,280953720.7
Timor-Leste,2017,544434361
Timor-Leste,2018,673903564.7
Timor-Leste,2019,656221032.7
Timor-Leste,2020,656523631.7
Tonga,2000,24642268.21
Tonga,2001,23759782.49
Tonga,2002,25120530.75
Tonga,2003,39771012.59
Tonga,2004,55262356.51
Tonga,2005,46864163.23
Tonga,2006,47972473.6
Tonga,2007,65238721.72
Tonga,2008,69753902.85
Tonga,2009,95702573.86
Tonga,2010,104527450.9
Tonga,2011,143294510.4
Tonga,2012,152403989.2
Tonga,2013,155520937.7
Tonga,2014,158784814.4
Tonga,2015,156107668.8
Tonga,2016,176497315.5
Tonga,2017,198522418.4
Tonga,2018,215149318.6
Tonga,2019,218448401.8
Tonga,2020,302005314.3
Trinidad and Tobago,2000,1402802249
Trinidad and Tobago,2001,1923855112
Trinidad and Tobago,2002,2048593954
Trinidad and Tobago,2003,2476582262
Trinidad and Tobago,2004,3195021782
Trinidad and Tobago,2005,4992257912
Trinidad and Tobago,2006,6607231897
Trinidad and Tobago,2007,6745220698
Trinidad and Tobago,2008,9478682839
Trinidad and Tobago,2009,8823426554
Trinidad and Tobago,2010,9268006705
Trinidad and Tobago,2011,10077335744
Trinidad and Tobago,2012,9473539931
Trinidad and Tobago,2013,10251085882
Trinidad and Tobago,2014,11567320448
Trinidad and Tobago,2015,9993217471
Trinidad and Tobago,2016,9536894466
Trinidad and Tobago,2017,8450339608
Trinidad and Tobago,2018,8108517577
Trinidad and Tobago,2019,7023899234
Trinidad and Tobago,2020,7071772919
Tunisia,2000,1871427065
Tunisia,2001,2049572901
Tunisia,2002,2364944046
Tunisia,2003,3036243872
Tunisia,2004,4031139050
Tunisia,2005,4548431874
Tunisia,2006,6911623380
Tunisia,2007,8032361912
Tunisia,2008,9038905599
Tunisia,2009,11294387681
Tunisia,2010,9764265037
Tunisia,2011,7785305507
Tunisia,2012,8717830201
Tunisia,2013,7550027500
Tunisia,2014,7498010303
Tunisia,2015,7559201960
Tunisia,2016,6137077790
Tunisia,2017,6143986080
Tunisia,2018,5661370259
Tunisia,2019,7919981405
Tunisia,2020,9810630875
Turkey,2000,23514529510
Turkey,2001,19911331847
Turkey,2002,28348030217
Turkey,2003,35548509276
Turkey,2004,37304121309
Turkey,2005,52493941950
Turkey,2006,63264841174
Turkey,2007,76496127491
Turkey,2008,73674684816
Turkey,2009,74933099954
Turkey,2010,85959461666
Turkey,2011,87937253858
Turkey,2012,1.19E+11
Turkey,2013,1.31E+11
Turkey,2014,1.27E+11
Turkey,2015,1.10E+11
Turkey,2016,1.05E+11
Turkey,2017,1.08E+11
Turkey,2018,92997230041
Turkey,2019,1.06E+11
Turkey,2020,93511562720
Tanzania,2000,994821489.5
Tanzania,2001,1177357652
Tanzania,2002,1554545483
Tanzania,2003,2038411251
Tanzania,2004,2295701466
Tanzania,2005,2048775519
Tanzania,2006,2259345786
Tanzania,2007,2886381414
Tanzania,2008,2862895993
Tanzania,2009,3470413229
Tanzania,2010,3904676572
Tanzania,2011,3726158402
Tanzania,2012,4052224338
Tanzania,2013,4673729809
Tanzania,2014,4390430241
Tanzania,2015,4080762378
Tanzania,2016,4350687048
Tanzania,2017,5887869885
Tanzania,2018,5049646420
Uganda,2000,808042388.8
Uganda,2001,983357419
Uganda,2002,934009575.9
Uganda,2003,1080256630
Uganda,2004,1308101595
Uganda,2005,1344201157
Uganda,2006,1810879486
Uganda,2007,2559789964
Uganda,2008,2300539405
Uganda,2009,2994459465
Uganda,2010,2706005010
Uganda,2011,2617450463
Uganda,2012,3167158060
Uganda,2013,3337539363
Uganda,2014,3316363815
Uganda,2015,2908876773
Uganda,2016,3097848070
Uganda,2017,3720863721
Uganda,2018,3358514650
Ukraine,2000,1477202336
Ukraine,2001,3088921703
Ukraine,2002,4462353859
Ukraine,2003,6946076994
Ukraine,2004,9718436096
Ukraine,2005,19388177691
Ukraine,2006,22359564313
Ukraine,2007,32483841813
Ukraine,2008,31543343237
Ukraine,2009,26500887342
Ukraine,2010,34571298928
Ukraine,2011,31788750907
Ukraine,2012,24552796497
Ukraine,2013,20413621999
Ukraine,2014,7538804512
Ukraine,2015,13300880765
Ukraine,2016,15537256304
Ukraine,2017,18810931197
Ukraine,2018,20817897004
Ukraine,2019,25317002927
Ukraine,2020,29137541200
Uruguay,2000,2775536525
Uruguay,2001,3099292334
Uruguay,2002,772025423.6
Uruguay,2003,2086675965
Uruguay,2004,2512109312
Uruguay,2005,3078376702
Uruguay,2006,3090608692
Uruguay,2007,4121414263
Uruguay,2008,6360194479
Uruguay,2009,8037871916
Uruguay,2010,7655538209
Uruguay,2011,10301678593
Uruguay,2012,13604619914
Uruguay,2013,16280547229
Uruguay,2014,17554713318
Uruguay,2015,15633854333
Uruguay,2016,13471669447
Uruguay,2017,15959345501
Uruguay,2018,15556520867
Uruguay,2019,14504021741
Uruguay,2020,16250371651
United States of America,2000,1.28E+11
United States of America,2001,1.30E+11
United States of America,2002,1.58E+11
United States of America,2003,1.84E+11
United States of America,2004,1.90E+11
United States of America,2005,1.88E+11
United States of America,2006,2.21E+11
United States of America,2007,2.78E+11
United States of America,2008,2.94E+11
United States of America,2009,4.04E+11
United States of America,2010,4.89E+11
United States of America,2011,5.37E+11
United States of America,2012,5.74E+11
United States of America,2013,4.49E+11
United States of America,2014,4.34E+11
United States of America,2015,3.84E+11
United States of America,2016,4.06E+11
United States of America,2017,4.51E+11
United States of America,2018,4.50E+11
United States of America,2019,5.17E+11
United States of America,2020,6.28E+11
Uzbekistan,2013,22501939341
Uzbekistan,2014,24195780634
Uzbekistan,2015,24287333270
Uzbekistan,2016,26284410687
Uzbekistan,2017,28070940955
Uzbekistan,2018,27077105981
Uzbekistan,2019,29291325502
Uzbekistan,2020,34903111839
St. Vincent and the Grenadines,2000,55179038.17
St. Vincent and the Grenadines,2001,61439397.12
St. Vincent and the Grenadines,2002,53198488.5
St. Vincent and the Grenadines,2003,51191684.05
St. Vincent and the Grenadines,2004,74981667.14
St. Vincent and the Grenadines,2005,69511994.42
St. Vincent and the Grenadines,2006,78691580.85
St. Vincent and the Grenadines,2007,86976851.96
St. Vincent and the Grenadines,2008,83690185.43
St. Vincent and the Grenadines,2009,87815455.43
St. Vincent and the Grenadines,2010,112702057.9
St. Vincent and the Grenadines,2011,89626356.91
St. Vincent and the Grenadines,2012,111021926.1
St. Vincent and the Grenadines,2013,135096711.2
St. Vincent and the Grenadines,2014,157371371.5
St. Vincent and the Grenadines,2015,166009602.2
St. Vincent and the Grenadines,2016,192255789.8
St. Vincent and the Grenadines,2017,182046079.2
St. Vincent and the Grenadines,2018,169562298.9
St. Vincent and the Grenadines,2019,193357067.4
St. Vincent and the Grenadines,2020,205195146.8
"Venezuela, RB",2000,15898851163
"Venezuela, RB",2001,12264400223
"Venezuela, RB",2002,12106510811
"Venezuela, RB",2003,20820560021
"Venezuela, RB",2004,23408050057
"Venezuela, RB",2005,29802940548
"Venezuela, RB",2006,36715128120
"Venezuela, RB",2007,33759218865
"Venezuela, RB",2008,43065463087
"Venezuela, RB",2009,34317956994
"Venezuela, RB",2010,29665473906
"Venezuela, RB",2011,27934651459
"Venezuela, RB",2012,29468789163
"Venezuela, RB",2013,20275216409
"Venezuela, RB",2014,21454894042
"Venezuela, RB",2015,15625329212
"Venezuela, RB",2016,10150000484
"Venezuela, RB",2017,9794062065
Vietnam,2000,3416511105
Vietnam,2001,3674565623
Vietnam,2002,4121051661
Vietnam,2003,6224181088
Vietnam,2004,7041460610
Vietnam,2005,9050561631
Vietnam,2006,13384067982
Vietnam,2007,23479392780
Vietnam,2008,23890250550
Vietnam,2009,16447104124
Vietnam,2010,12466600611
Vietnam,2011,13539119001
Vietnam,2012,25573282232
Vietnam,2013,25893489673
Vietnam,2014,34189368833
Vietnam,2015,28250254960
Vietnam,2016,36527291044
Vietnam,2017,49075567812
Vietnam,2018,55452622583
Vietnam,2019,78334835183
Vietnam,2020,94833616150
Vanuatu,2000,38922820.48
Vanuatu,2001,37658099.72
Vanuatu,2002,36521984.8
Vanuatu,2003,43816496.33
Vanuatu,2004,61813729.42
Vanuatu,2005,67197553.93
Vanuatu,2006,104661394.5
Vanuatu,2007,119623134.4
Vanuatu,2008,115230050
Vanuatu,2009,148612899.9
Vanuatu,2010,161382135.4
Vanuatu,2011,173789321.6
Vanuatu,2012,182228490.8
Vanuatu,2013,179199339.3
Vanuatu,2014,183998594.9
Vanuatu,2015,269167136.2
Vanuatu,2016,267345975.9
Vanuatu,2017,395101633.9
Vanuatu,2018,420592370.2
Vanuatu,2019,511546284.1
Vanuatu,2020,613636752.1
Samoa,2000,63657900.6
Samoa,2001,56635259.67
Samoa,2002,62493668.52
Samoa,2003,83909636.53
Samoa,2004,86133747.28
Samoa,2005,77256900.75
Samoa,2006,75906873.47
Samoa,2007,90264699.1
Samoa,2008,81946109.98
Samoa,2009,144476857.5
Samoa,2010,173039792.8
Samoa,2011,128020438.7
Samoa,2012,128350848.6
Samoa,2013,128930588.6
Samoa,2014,101674433.3
Samoa,2015,112244941
Samoa,2016,88868313.16
Samoa,2017,123656063
Samoa,2018,162559147.9
Samoa,2019,177244065.9
Samoa,2020,277056415.2
Kosovo,2007,959856438
Kosovo,2008,932825224
Kosovo,2009,830415016.3
Kosovo,2010,813352079.5
Kosovo,2011,717327041.2
Kosovo,2012,958335407.2
Kosovo,2013,956742703
Kosovo,2014,783153103.8
Kosovo,2015,770550134.5
Kosovo,2016,637797614.5
Kosovo,2017,819582674.4
Kosovo,2018,881167306.2
Kosovo,2019,965831893.2
Kosovo,2020,1095367617
Yemen,2000,2913976401
Yemen,2001,3671925616
Yemen,2002,4427672645
Yemen,2003,5007811168
Yemen,2004,5686685058
Yemen,2005,6141048032
Yemen,2006,7543297619
Yemen,2007,7757119856
Yemen,2008,8154861549
Yemen,2009,6989929591
Yemen,2010,5938628775
Yemen,2011,4525488820
Yemen,2012,6150781008
Yemen,2013,5344296755
South Africa,2000,7702061132
South Africa,2001,7626856919
South Africa,2002,7816784858
South Africa,2003,8154089033
South Africa,2004,14886243628
South Africa,2005,20624460695
South Africa,2006,25593361431
South Africa,2007,32919403651
South Africa,2008,34070371607
South Africa,2009,39602644576
South Africa,2010,43819545749
South Africa,2011,48748260246
South Africa,2012,50688078405
South Africa,2013,49708174894
South Africa,2014,49121568380
South Africa,2015,45887065757
South Africa,2016,47180127301
South Africa,2017,50722891363
South Africa,2018,51642041967
South Africa,2019,55055893657
South Africa,2020,55008491996
Zambia,2000,244824131.8
Zambia,2001,183446871.7
Zambia,2002,535132846.1
Zambia,2003,247729406.9
Zambia,2004,337106225
Zambia,2005,559788508.3
Zambia,2006,719716911.6
Zambia,2007,1089952023
Zambia,2008,1095608609
Zambia,2009,1892077713
Zambia,2010,2093753266
Zambia,2011,2324018111
Zambia,2012,3042223849
Zambia,2013,2683813403
Zambia,2014,3078362297
Zambia,2015,2967626716
Zambia,2016,2352719004
Zambia,2017,2082083920
Zambia,2018,1569229906
Zambia,2019,1448624290
Zambia,2020,1203448374
Zimbabwe,2000,321301858.3
Zimbabwe,2001,119459329.3
Zimbabwe,2002,131685657.8
Zimbabwe,2003,136092039.4
Zimbabwe,2004,234290933.9
Zimbabwe,2005,97191584.48
Zimbabwe,2006,154593586.7
Zimbabwe,2007,163198334.2
Zimbabwe,2008,81875982.84
Zimbabwe,2009,821891030
Zimbabwe,2010,731779021.6
Zimbabwe,2011,660229297.3
Zimbabwe,2012,575552811.1
Zimbabwe,2013,474968710.1
Zimbabwe,2014,363832802.4
Zimbabwe,2015,434586085.9
Zimbabwe,2016,407193244.1
Zimbabwe,2017,292621249.1
Zimbabwe,2018,86951094.03
Zimbabwe,2019,151240506.9
Zimbabwe,2020,33405021.01
